"","ReefID","score","DHW_5km_max_16","DHW_5km_max_17","DHW_5km_max","region","Long_unique","Lat_unique","X","Y","bin.score","year"
"532","12-007",3,9.94,5.86,7.91,"North",143.369995,-12.14,-4998.42177718431,3716.21854506869,1,"2020"
"533","12-009",3,11.43,5.78,7.99,"North",143.132645,-12.231938,-4981.25794806983,3735.59807257548,1,"2020"
"534","12-010",4,10.71,5.84,7.18,"North",143.279999,-12.23,-4990.88531590243,3722.80216780477,1,"2020"
"535","12-011",3,10.85,5.5,7.56,"North",143.205353,-12.241418,-4985.81547332392,3729.1400611955,1,"2020"
"536","12-012",2,10.86,6.02,7.37,"North",143.236908,-12.251727,-4987.67370376854,3726.24808495805,0,"2020"
"537","12-013",3,10.71,5.84,7.18,"North",143.275589,-12.246572,-4990.28567348709,3722.95272475591,1,"2020"
"538","12-014",4,10.69,5.91,7.24,"North",143.299286,-12.271646,-4991.35037352322,3720.53466716358,1,"2020"
"539","12-016a",3,9.37,6.2,6.3,"North",143.433151,-12.311656,-4999.26865330509,3708.29855089424,1,"2020"
"542","12-018",4,11.38,5.99,7.86,"North",143.197235,-12.311876,-4983.95318138785,3728.84847632588,1,"2020"
"546","12-027a",3,8.6,6.62,5.54,"North",143.476089,-12.473526,-4998.94212584645,3702.25204958741,1,"2020"
"548","12-028",0,11.05,10.85,7.1,"North",143.907516,-11.995055,-5035.7878500132,3671.14789879465,0,"2020"
"549","12-029",0,11.05,10.85,7.1,"North",143.910614,-11.996399,-5035.96124262815,3670.85731068629,0,"2020"
"551","12-031",0,10.92,10.94,7.17,"North",143.923111,-12.004281,-5036.61450668619,3669.65150273619,0,"2020"
"552","12-032",0,12.03,11.75,7.57,"North",143.955551,-12.022071,-5038.35849387451,3666.55699464527,0,"2020"
"553","12-033",0,8.93,7.89,6.11,"North",143.847977,-12.033842,-5031.245344312,3675.84924154825,0,"2020"
"554","12-034",0,9.73,8.75,6.45,"North",143.871857,-12.038436,-5032.69090641356,3673.68917166262,0,"2020"
"555","12-035",0,9.73,8.75,6.45,"North",143.896576,-12.046716,-5034.12016834913,3671.40439707852,0,"2020"
"556","12-036",0,8.93,7.89,6.11,"North",143.832626,-12.041666,-5030.11383285105,3677.09003144245,0,"2020"
"557","12-037",0,12.03,11.67,7.82,"North",143.970001,-12.08,-5038.19544204509,3664.49514741798,0,"2020"
"558","12-038a",0,11.05,10.7,7.13,"North",143.909195,-12.054065,-5034.79078656237,3670.19508161459,0,"2020"
"560","12-038c",0,11.05,10.7,7.13,"North",143.925735,-12.061123,-5035.7175712544,3668.64496267183,0,"2020"
"561","12-039",0,9.01,7.53,5.88,"North",143.817551,-12.051482,-5028.96231781926,3678.27888492524,0,"2020"
"562","12-040",0,9.01,7.53,5.88,"North",143.811386,-12.072307,-5028.17596752381,3678.53426477121,0,"2020"
"563","12-042",1,9.01,7.53,5.88,"North",143.803711,-12.095145,-5027.25415566266,3678.89382928287,0,"2020"
"564","12-043a",0,8.87,7.7,5.73,"North",143.807983,-12.120024,-5027.0601546596,3678.17635051084,0,"2020"
"565","12-043b",1,8.87,7.7,5.73,"North",143.810867,-12.14469,-5026.78005969496,3677.58294538443,0,"2020"
"566","12-046",1,8.43,7.73,5.71,"North",143.805161,-12.171677,-5025.90375220229,3677.71031598961,0,"2020"
"567","12-048",1,7.99,7.42,5.58,"North",143.780594,-12.194097,-5023.9019410192,3679.55409682555,0,"2020"
"568","12-051",1,8.06,7.21,5.59,"North",143.794312,-12.208414,-5024.51128265191,3678.15240610131,0,"2020"
"569","12-052a",1,9.71,9.48,6.77,"North",143.852966,-12.22222,-5028.01170139483,3672.81526337056,0,"2020"
"571","12-053",1,8.39,8.28,5.91,"North",143.819199,-12.222636,-5025.83836734416,3675.77207943772,0,"2020"
"575","12-056",1,10.91,10.82,7.73,"North",143.919998,-12.27,-5031.39441729689,3666.26667175731,0,"2020"
"576","12-058",0,8.94,8.63,6.43,"North",143.827042,-12.340383,-5024.09328175677,3673.4402718287,0,"2020"
"577","12-059",1,8.4,7.25,4.75,"North",143.791229,-12.364087,-5021.34124916555,3676.24680748031,0,"2020"
"578","12-061",0,8.4,7.25,4.75,"North",143.757065,-12.384436,-5018.75723291045,3678.95357850821,0,"2020"
"579","12-062",0,7.65,5.84,3.71,"North",143.747116,-12.411819,-5017.59114793911,3679.43840494079,0,"2020"
"580","12-068",0,8.65,6.99,4.85,"North",143.751282,-12.437053,-5017.37181521731,3678.71660546397,0,"2020"
"581","12-069",0,8.76,7.66,4.98,"North",143.762726,-12.465611,-5017.55424591515,3677.3096547861,0,"2020"
"583","12-071",0,8.76,7.66,4.98,"North",143.771378,-12.488822,-5017.65967405039,3676.22237624284,0,"2020"
"584","12-072",3,10.52,7.02,6.63,"North",143.390121,-12.518707,-4992.50896930706,3709.10014578483,1,"2020"
"591","12-085",2,10.63,9.22,6.4,"North",143.481766,-12.754794,-4993.81980647287,3697.69228343337,0,"2020"
"592","12-086",2,10.63,9.22,6.4,"North",143.466217,-12.778215,-4992.35372602376,3698.70478711785,0,"2020"
"593","12-088",2,11.96,9.59,7.03,"North",143.412781,-12.779979,-4988.86717978679,3703.3333570573,0,"2020"
"594","12-089",2,10.63,9.22,6.4,"North",143.487,-12.783098,-4993.5984968513,3696.82218986754,0,"2020"
"595","12-094",0,8.92,8.15,5.16,"North",143.793716,-12.534526,-5018.20418103168,3673.61551801227,0,"2020"
"597","12-098",0,9.05,8.12,5.24,"North",143.794495,-12.582124,-5017.32554297679,3672.86753146351,0,"2020"
"598","12-100",2,8.06,7.54,4.47,"North",143.714218,-12.614296,-5011.54561767193,3679.43191552245,0,"2020"
"599","12-101",0,9.31,9.37,6.18,"North",143.810776,-12.599303,-5018.03294798149,3671.19581039167,0,"2020"
"601","12-104",0,9.2,9.39,5.95,"North",143.835709,-12.634537,-5018.93914595381,3668.50680295671,0,"2020"
"603","12-107",0,8.95,9.39,5.88,"North",143.844406,-12.684549,-5018.5118938454,3667.02589038947,0,"2020"
"604","12-108",0,8.95,9.39,5.88,"North",143.813583,-12.695758,-5016.31745696298,3669.56347481928,0,"2020"
"605","12-110",0,8.51,9.18,5.65,"North",143.810516,-12.705354,-5015.93168907937,3669.69347274661,0,"2020"
"606","12-111",0,8.51,9.18,5.65,"North",143.807907,-12.721772,-5015.44033489134,3669.68462827525,0,"2020"
"607","12-112",2,7.32,8.38,4.8,"North",143.610001,-12.71,-5002.96688535488,3687.15753291782,0,"2020"
"608","12-113",1,7.84,8.6,4.56,"North",143.792343,-12.746032,-5013.96352445177,3670.69565719201,0,"2020"
"609","12-114",0,8.39,9.88,5.89,"North",143.813385,-12.757544,-5015.08321291794,3668.68719920509,0,"2020"
"610","12-115",2,7.52,9.01,5,"North",143.610001,-12.77,-5001.78250053964,3686.28464818893,0,"2020"
"611","12-116",0,8.39,9.88,5.89,"North",143.80246,-12.797625,-5013.58814265753,3669.06127006698,0,"2020"
"612","12-118",1,8.19,9.99,5.77,"North",143.839996,-12.83,-5015.34615546331,3665.30485343861,0,"2020"
"615","12-127",1,8.29,10.39,5.36,"North",143.81987,-12.893789,-5012.78390596432,3666.13426707155,0,"2020"
"616","12-129",2,7.71,9.46,4.8,"North",143.600784,-12.887245,-4998.85949380221,3685.37149115918,0,"2020"
"620","12-134",1,8.1,10.49,5.52,"North",143.821701,-12.935329,-5012.06776996237,3665.36467874954,0,"2020"
"623","12-137",1,8.18,10.54,5.67,"North",143.828598,-12.965333,-5011.90538144344,3664.32003743192,0,"2020"
"625","12-143",0,9.27,11.22,6.07,"North",143.852173,-12.999448,-5012.7245364021,3661.75483609469,0,"2020"
"627","13-002",1,9.06,11.92,6.03,"North",143.853958,-13.023613,-5012.35008479419,3661.24182487351,0,"2020"
"628","13-005",1,9.06,11.92,6.03,"North",143.869995,-13.04,-5013.04280398838,3659.59646939476,0,"2020"
"629","13-006",3,8.27,10.46,4.51,"North",143.626236,-13.041784,-4997.3920658162,3680.86421483631,1,"2020"
"634","13-014",2,7.25,10.41,4.31,"North",143.697174,-13.070544,-5001.36330483911,3674.24639310749,0,"2020"
"635","13-015",1,9.28,12.08,6.25,"North",143.897919,-13.075762,-5014.09985644908,3656.62346353515,0,"2020"
"639","13-022",2,7.59,10.72,4.67,"North",143.657867,-13.11121,-4998.0164891025,3677.06970993004,0,"2020"
"640","13-024",2,8.31,11.08,5.12,"North",143.64209,-13.152102,-4996.1718529712,3677.83342097555,0,"2020"
"641","13-026",3,7.46,11.05,4.98,"North",143.658905,-13.16553,-4996.97719783429,3676.16557198787,1,"2020"
"643","13-028",1,10.08,12.72,6.75,"North",143.949997,-13.14,-5016.11170287364,3651.11117042256,0,"2020"
"646","13-032",2,7.68,11.19,5.79,"North",143.694534,-13.204535,-4998.46498921387,3672.4717751399,0,"2020"
"648","13-036",2,7.37,11.22,5.99,"North",143.739456,-13.238585,-5000.64454616192,3668.0394836053,0,"2020"
"649","13-040",1,9.67,11.43,5.71,"North",143.940002,-13.27,-5012.8052712385,3650.0424217094,0,"2020"
"650","13-041",2,7.72,11.11,6.14,"North",143.693558,-13.276114,-4996.93338585781,3671.47754594202,0,"2020"
"653","13-050a",1,10.1,11.3,6.82,"North",143.973373,-13.324824,-5013.79634913542,3646.29748535407,0,"2020"
"655","13-052",2,7.99,11.14,5.83,"North",143.730972,-13.323596,-4998.3505218977,3667.49525218342,0,"2020"
"657","13-055",2,8.31,11.15,6.03,"North",143.783997,-13.331079,-5001.58775741822,3662.75458075608,0,"2020"
"658","13-056",0,9.62,11.13,6.05,"North",143.95874,-13.367212,-5011.98520611898,3646.93772536423,0,"2020"
"660","13-060",2,8.06,11.19,6.2,"North",143.750656,-13.416821,-4997.67706140537,3664.36044968702,0,"2020"
"661","13-061a",1,9.17,11.18,6.03,"North",143.974762,-13.401638,-5012.28817268085,3645.01488528186,0,"2020"
"662","13-061b",1,9.17,11.18,6.03,"North",143.975906,-13.42456,-5011.88276643537,3644.56707826507,0,"2020"
"663","13-061c",0,9.17,11.18,6.03,"North",143.977463,-13.442066,-5011.61605874776,3644.16493013775,0,"2020"
"664","13-063",1,8.16,10.76,6.18,"North",143.815308,-13.423104,-5001.67783767384,3658.6230593144,0,"2020"
"666","13-072",2,8.04,11.5,6.92,"North",143.738556,-13.486295,-4995.45408339748,3664.35289901198,0,"2020"
"667","13-074",0,9.92,11.39,7.68,"North",144.052643,-13.478081,-5015.63875480217,3637.03864278723,0,"2020"
"669","13-076",2,7.91,10.83,6.8,"North",143.799591,-13.530557,-4998.42702272998,3658.3503560936,0,"2020"
"671","13-078",2,7.17,9.26,6.71,"North",143.919998,-13.64,-5003.79375193651,3646.15467274939,0,"2020"
"672","13-079c",1,7.17,9.26,6.71,"North",143.907867,-13.606701,-5003.72639120312,3647.72777839431,0,"2020"
"675","13-087",2,6.38,10.38,7.06,"North",143.837936,-13.759636,-4996.02277109697,3651.45854826935,0,"2020"
"676","13-088",2,6.86,9.63,6.49,"North",143.910004,-13.74,-5001.03107913261,3645.47724207356,0,"2020"
"677","13-089",2,6.69,9.74,6.27,"North",143.947723,-13.756306,-5003.0815126744,3641.93057402071,0,"2020"
"679","13-093b",2,7.21,9.57,5.97,"North",143.9617,-13.760877,-5003.87204437487,3640.63887193255,0,"2020"
"680","13-093c",2,7.21,9.57,5.97,"North",143.979446,-13.768379,-5004.83887292321,3638.97214578345,0,"2020"
"683","13-108",1,5.99,8.99,5.45,"North",143.949997,-13.91,-4999.92239596011,3639.32735004241,0,"2020"
"686","13-116",0,9.8,11.38,7.37,"North",144.089691,-13.542112,-5016.64225687346,3632.81914786004,0,"2020"
"687","13-117a",1,8.89,10.98,7.48,"North",144.099197,-13.591717,-5016.19680494921,3631.22805603091,0,"2020"
"688","13-117b",1,8.8,10.8,7.11,"North",144.095688,-13.600476,-5015.78895415487,3631.40099313294,0,"2020"
"689","13-118a",0,9.82,12.03,7.74,"North",144.103912,-13.625589,-5015.77772303882,3630.29566070978,0,"2020"
"690","13-119",0,10.02,12.46,7.85,"North",144.166061,-13.676316,-5018.63333216328,3624.07354529301,0,"2020"
"691","13-120",0,9.9,12.17,7.42,"North",144.23735,-13.736836,-5021.84472431411,3616.89451385309,0,"2020"
"692","13-121",0,9.98,12.45,7.39,"North",144.267059,-13.780105,-5022.79062413926,3613.62184015974,0,"2020"
"693","13-122",2,6.57,9.77,5.39,"North",144.027832,-13.858379,-5005.97643209397,3633.34077054332,0,"2020"
"694","13-124",2,7.04,10.02,6.23,"North",144.078781,-13.853092,-5009.31933218421,3628.97047657064,0,"2020"
"695","13-125",0,8.84,11.6,7.26,"North",144.311295,-13.86554,-5023.73560413759,3608.41873223852,0,"2020"
"696","13-127",0,8.24,11,6.78,"North",144.356628,-13.921191,-5025.38154862391,3603.57690429256,0,"2020"
"697","13-129",0,7.71,10.47,5.8,"North",144.401077,-13.952443,-5027.49506970691,3599.19001306792,0,"2020"
"698","13-130",0,7.75,10.54,6.3,"North",144.454834,-13.977374,-5030.32540458297,3594.08252505593,0,"2020"
"699","13-131",0,8.07,11.19,6.76,"North",144.574387,-13.961969,-5038.15080390169,3583.8181606521,0,"2020"
"700","13-133",0,7.76,10.58,6.21,"North",144.520004,-13.983679,-5034.2722446021,3588.26024374017,0,"2020"
"702","14-003",3,5.64,8.43,5.18,"North",143.979996,-14.01,-4999.65754439449,3635.1314847151,1,"2020"
"703","14-006",3,5.46,6.93,4.87,"North",143.855408,-14.064459,-4990.55514881003,3645.1281617158,1,"2020"
"704","14-008",4,5.41,7.2,4.79,"North",143.91124,-14.077957,-4993.80989436511,3640.04842703847,1,"2020"
"707","14-016",1,6.85,10.38,6.41,"North",144.110001,-13.98,-5008.54640525746,3624.250768768,0,"2020"
"708","14-017",3,6.32,9.03,5.22,"North",144.240005,-14.07,-5014.78887532393,3611.45975554527,1,"2020"
"709","14-018",4,6.43,9.42,4.89,"North",144.320007,-14.1,-5019.16723287705,3603.98059846369,1,"2020"
"712","14-022",4,4.76,6.77,4.14,"North",143.998978,-14.127316,-4998.29620555891,3631.6109808173,1,"2020"
"717","14-026e",5,5.45,7.18,4.28,"North",144.216476,-14.161829,-5011.28517813701,3612.06268716074,1,"2020"
"719","14-028",2,8.49,12.28,6.35,"North",144.735062,-14.174534,-5043.49003028029,3566.35840060299,0,"2020"
"725","14-034",0,8.69,12.27,6.52,"North",144.747757,-14.066161,-5046.68083151101,3566.93763743006,0,"2020"
"726","14-038",3,7.73,11.14,5.25,"North",144.524612,-14.12028,-5031.55743419683,3585.71500836074,1,"2020"
"727","14-039",2,8.58,12.62,6.47,"North",144.653198,-14.180985,-5038.24597700076,3573.45923499055,0,"2020"
"731","14-045",0,9.04,11.67,5.31,"North",144.891937,-14.200335,-5052.66051531624,3552.13164581834,0,"2020"
"732","14-047",0,9.62,12,5.71,"North",144.928314,-14.212231,-5054.64905383984,3548.73647292841,0,"2020"
"734","14-049",0,9.96,11.83,6.11,"North",144.958359,-14.226375,-5056.19296745844,3545.86359396889,0,"2020"
"736","14-051",2,7.98,12.35,6.32,"North",144.739685,-14.239144,-5042.33805673348,3564.93356886273,0,"2020"
"738","14-053",2,7.43,11.66,5.16,"North",144.789993,-14.31,-5043.8790171666,3559.38472217061,0,"2020"
"740","14-055",2,7.74,11.7,5.58,"North",144.740219,-14.317655,-5040.61316846134,3563.64361200031,0,"2020"
"741","14-061",2,7.38,11.74,4.78,"North",144.757965,-14.360321,-5040.75707192964,3561.40424741697,0,"2020"
"742","14-062",2,8.83,11.52,3.78,"North",144.961319,-14.375249,-5053.02817169491,3543.25473045591,0,"2020"
"743","14-063",2,7.99,11.84,3.72,"North",144.949997,-14.42,-5051.31498534088,3543.54259935059,0,"2020"
"744","14-064",2,7.3,11.63,4.02,"North",144.890839,-14.426194,-5047.51323971332,3548.65753612592,0,"2020"
"745","14-065",3,7.25,11.63,3.95,"North",144.811295,-14.425495,-5042.59758403367,3555.67275900067,1,"2020"
"752","14-073",0,10.34,12.01,6.72,"North",145.002594,-14.233462,-5058.77034808375,3541.84782141894,0,"2020"
"753","14-074",0,10.11,10.98,6.28,"North",145.06778,-14.267671,-5062.02900511006,3535.55394262425,0,"2020"
"754","14-075",0,10.58,11.1,7.39,"North",145.164963,-14.289169,-5067.53467771879,3526.62606086383,0,"2020"
"755","14-077a",0,10.2,10.59,6.8,"North",145.237061,-14.313565,-5071.41788637216,3519.86447191763,0,"2020"
"756","14-078",0,10.41,10.5,7.39,"North",145.277527,-14.343154,-5073.23333671465,3515.81803650025,0,"2020"
"757","14-079",0,10.1,9.41,7.44,"North",145.351288,-14.379768,-5076.92455315133,3508.7098490829,0,"2020"
"758","14-080",2,9.06,10.93,3.81,"North",145.018082,-14.364331,-5056.78286000047,3538.41968953549,0,"2020"
"759","14-081",2,9.06,10.93,3.81,"North",145.035019,-14.39865,-5057.05186875371,3536.38153860927,0,"2020"
"760","14-082",2,8.82,10.64,3.62,"North",145.100006,-14.42,-5060.57519154063,3530.30536431414,0,"2020"
"762","14-084",2,8.63,11.05,3.59,"North",145.044022,-14.443579,-5056.58774214137,3534.87400569472,0,"2020"
"763","14-085",1,10.28,9.05,7.44,"North",145.410004,-14.45,-5078.91712149357,3502.40157643041,0,"2020"
"764","14-086",1,10.91,9.13,7.76,"North",145.479996,-14.45,-5083.19183255501,3496.19460600076,0,"2020"
"765","14-087",2,8.42,11.54,3.61,"North",145.025803,-14.473711,-5054.77797349497,3536.00220430221,0,"2020"
"766","14-088",1,8.96,10.53,4.12,"North",145.22142,-14.453877,-5067.27341593179,3519.03801246688,0,"2020"
"767","14-089",1,10.94,8.89,7.61,"North",145.539993,-14.5,-5085.70423063246,3490.08351485802,0,"2020"
"768","14-090",1,8.07,11.79,3.62,"North",144.967834,-14.495228,-5050.70782744839,3540.77104627264,0,"2020"
"771","14-094",3,7.92,11.82,4.27,"North",144.973862,-14.521224,-5050.4873141537,3539.82402013248,1,"2020"
"772","14-096",3,7.57,11.77,5.36,"North",144.856033,-14.539526,-5042.7794634389,3549.90896236335,1,"2020"
"773","14-097",3,7.92,11.82,4.27,"North",144.990341,-14.539529,-5051.08693376777,3538.07830786077,1,"2020"
"774","14-098a",4,8.02,11.57,4.94,"North",144.921661,-14.540799,-5046.8132250108,3544.11008749981,1,"2020"
"775","14-099",5,7.57,11.77,5.36,"North",144.870193,-14.54813,-5043.46013858155,3548.52433982428,1,"2020"
"776","14-101",4,7.85,12.12,5.17,"North",144.905197,-14.553511,-5045.50411803456,3545.3560240668,1,"2020"
"777","14-102",4,7.92,12.41,6.09,"North",144.889252,-14.562775,-5044.30545955884,3546.6110876613,1,"2020"
"785","14-109",2,8.59,11.41,3.96,"North",145.158646,-14.506159,-5062.2218323208,3523.75720820698,0,"2020"
"787","14-114",2,9.51,8.36,6.68,"North",145.490005,-14.65,-5079.19867975141,3492.14126564019,0,"2020"
"788","14-115",2,8.21,10.72,4.57,"North",145.25,-14.66,-5064.29486249813,3513.226354481,0,"2020"
"789","14-116a",2,8.63,8.99,5.3,"North",145.449997,-14.66,-5076.52727460166,3495.52752848125,0,"2020"
"790","14-116b",2,8.61,8.66,5.98,"North",145.470001,-14.66,-5077.7473784966,3493.75491875371,0,"2020"
"791","14-116c",2,8.61,8.66,5.98,"North",145.470001,-14.68,-5077.28339316207,3493.43567265423,0,"2020"
"792","14-116d",1,8.63,8.99,5.3,"North",145.449295,-14.68558,-5075.89104627972,3495.18112071954,0,"2020"
"793","14-118",2,8.03,9.4,5.06,"North",145.380005,-14.71,-5071.09351642439,3500.92562186923,0,"2020"
"795","14-120a",5,7.72,10.85,5.12,"North",145.190002,-14.73,-5058.99200093779,3517.40040824235,1,"2020"
"797","14-120c",4,7.72,10.85,5.12,"North",145.179993,-14.73,-5058.377469055,3518.2841099054,1,"2020"
"798","14-120d",5,7.72,10.85,5.12,"North",145.198013,-14.721353,-5059.6844372056,3516.83252665745,1,"2020"
"799","14-120e",3,7.74,10.81,5.16,"North",145.203934,-14.701283,-5060.51323793808,3516.6330458393,1,"2020"
"800","14-120f",5,7.72,10.85,5.12,"North",145.190002,-14.72,-5059.22405848388,3517.56175249971,1,"2020"
"801","14-120h",4,7.72,10.85,5.12,"North",145.184692,-14.717689,-5058.95164286736,3518.06788739967,1,"2020"
"802","14-120j",5,7.74,10.81,5.16,"North",145.208389,-14.743361,-5059.81016055341,3515.56108767213,1,"2020"
"805","14-123",2,7.87,9.56,4.94,"North",145.35553,-14.763142,-5068.36094413021,3502.2370126032,0,"2020"
"808","14-126",2,7.76,10.06,5.27,"North",145.344437,-14.786652,-5067.13438450573,3502.83912878088,0,"2020"
"813","14-132b",1,8.35,8.87,5.4,"North",145.529297,-14.865668,-5076.55609696889,3485.19975700696,0,"2020"
"814","14-133",3,7.96,8.73,4.91,"North",145.509995,-14.92,-5074.10190988671,3486.03051832294,1,"2020"
"816","14-135",4,7.02,8.7,4.49,"North",145.479996,-14.94,-5071.80391398458,3488.36205102526,1,"2020"
"817","14-137",1,11.32,9.04,7.72,"North",145.589996,-14.55,-5087.59774984132,3484.85581627135,0,"2020"
"818","14-138",1,11.49,8.93,8.11,"North",145.619995,-14.6,-5088.26697074381,3481.40152856799,0,"2020"
"819","14-139",1,11.36,9.2,7.87,"North",145.649994,-14.65,-5088.9300931385,3477.9448464179,0,"2020"
"821","14-143",1,8.94,8.74,6.57,"North",145.509995,-14.74,-5078.32433073182,3488.93142338726,0,"2020"
"823","14-146",1,11.09,9.73,8.27,"North",145.698135,-14.827201,-5087.70952009698,3470.84279964723,0,"2020"
"824","14-147a",1,8.53,8.93,5.93,"North",145.520004,-14.82,-5077.06306406062,3486.75952274253,0,"2020"
"825","14-147b",1,8.53,8.93,5.93,"North",145.520004,-14.81,-5077.29743926074,3486.92048390268,0,"2020"
"828","14-151",0,10.01,9.34,7.78,"North",145.690002,-14.92,-5085.02896401909,3470.07195915038,0,"2020"
"829","14-152",0,10.01,9.34,7.78,"North",145.679993,-14.93,-5084.18617172338,3470.79874053706,0,"2020"
"830","14-153a",0,9.81,8.96,7.63,"North",145.690186,-14.950409,-5084.32028237062,3469.56441673225,0,"2020"
"832","14-154",0,9.81,8.96,7.63,"North",145.699997,-14.99,-5083.97488349355,3468.05291853908,0,"2020"
"833","15-002",4,5.68,8.38,3.44,"Central",145.440002,-15.02,-5067.47411843448,3490.59710736111,1,"2020"
"838","15-009",2,4.43,7.77,2.13,"Central",145.496292,-15.165733,-5067.4237766155,3483.2267474833,0,"2020"
"839","15-012",4,3.46,7.11,0.49,"Central",145.429993,-15.41,-5057.492742951,3485.02454641787,1,"2020"
"840","15-013",3,3.16,7.41,0.49,"Central",145.419998,-15.47,-5055.42231220156,3484.89865759571,1,"2020"
"842","15-017a",1,9.13,8.25,7.4,"Central",145.695938,-15.034048,-5082.68119142811,3467.69807265837,0,"2020"
"843","15-018",2,7.1,7.94,3.78,"Central",145.529999,-15.05,-5072.2372858227,3482.14333451283,0,"2020"
"844","15-019",3,7.74,7.63,5.04,"Central",145.570007,-15.05,-5074.66752990468,3478.60068802288,1,"2020"
"846","15-021a",0,9.59,8.55,8.01,"Central",145.722122,-15.075004,-5083.28796130798,3464.70873789552,0,"2020"
"847","15-022",1,8.13,7.35,6.15,"Central",145.636414,-15.097995,-5077.55019974099,3471.93330550933,0,"2020"
"848","15-024",2,6.77,6.62,3.31,"Central",145.580002,-15.14,-5073.12441017293,3476.2422327105,0,"2020"
"849","15-026",1,8.23,7.76,6.61,"Central",145.742584,-15.204585,-5081.41463386476,3460.77477338389,0,"2020"
"851","15-028",2,5.42,7.24,2.48,"Central",145.559998,-15.21,-5070.23004820178,3476.86093025732,0,"2020"
"854","15-031",3,5.42,7.24,2.48,"Central",145.580002,-15.25,-5070.47979369298,3474.43006987876,1,"2020"
"855","15-032",0,7.86,7.63,6.11,"Central",145.75,-15.28,-5080.04020772245,3458.87626215329,0,"2020"
"856","15-033",3,4.75,7.23,2.3,"Central",145.575851,-15.29082,-5069.24196352665,3474.12160313855,1,"2020"
"857","15-034",0,8.27,7.49,6.91,"Central",145.763596,-15.314524,-5080.02353029101,3457.10088462795,0,"2020"
"858","15-035",2,4.79,7.23,2.75,"Central",145.639999,-15.32,-5072.42136314774,3467.96054784866,0,"2020"
"859","15-036",2,4.79,7.23,2.75,"Central",145.649994,-15.33,-5072.78362633554,3466.90981155253,0,"2020"
"860","15-038",0,7.87,7.3,6.83,"Central",145.781693,-15.36501,-5079.8871917807,3454.66104144588,0,"2020"
"861","15-039",2,3.93,7.52,1.27,"Central",145.580002,-15.36,-5067.81648808545,3472.60510075067,0,"2020"
"862","15-043",3,3.67,6.99,0.94,"Central",145.508667,-15.427545,-5061.84581823279,3477.7829903892,1,"2020"
"864","15-046",0,7.57,7.49,6.69,"Central",145.799133,-15.433749,-5079.25981395788,3451.97376351038,0,"2020"
"867","15-049",2,3.46,6.92,0.79,"Central",145.502731,-15.485737,-5060.06424077292,3477.33069971998,0,"2020"
"868","15-050",0,8.55,7.59,7.43,"Central",145.803375,-15.489667,-5078.14432538158,3450.66605638079,0,"2020"
"881","15-071a",3,3.3,7.23,0.8,"Central",145.536423,-15.513266,-5061.4337216371,3473.89169763072,1,"2020"
"882","15-071b",2,3.3,7.23,0.8,"Central",145.548416,-15.506972,-5062.31508024584,3472.93804757832,0,"2020"
"883","15-075a",0,7.31,7.55,6.03,"Central",145.796204,-15.557189,-5076.05053822238,3450.17203056134,0,"2020"
"886","15-078",2,3.14,7.4,0.81,"Central",145.526993,-15.553443,-5059.87561067654,3474.04750753025,0,"2020"
"887","15-080",0,7.71,7.47,6.83,"Central",145.804153,-15.607147,-5075.29491884278,3448.62911125237,0,"2020"
"888","15-081",2,3.13,7.36,0.97,"Central",145.515076,-15.607281,-5057.82756621124,3474.18945577584,0,"2020"
"891","15-085",0,7.71,7.47,6.83,"Central",145.805099,-15.648169,-5074.33549481298,3447.85472615458,0,"2020"
"892","15-086",4,3.02,8.11,1.11,"Central",145.5,-15.69,-5054.86856341888,3474.11491187169,1,"2020"
"893","15-087",0,6.31,7.45,4.95,"Central",145.798096,-15.719224,-5072.14757163177,3447.27433565055,0,"2020"
"894","15-088",1,6.31,7.45,4.95,"Central",145.77887,-15.747919,-5070.27510602351,3448.48954939097,0,"2020"
"895","15-089",4,2.96,8.6,2.04,"Central",145.580002,-15.78,-5057.47576994163,3465.51936063832,1,"2020"
"896","15-090",0,5.93,6.97,4.92,"Central",145.797073,-15.792133,-5070.26537274273,3446.12744981435,0,"2020"
"898","15-092",1,6.62,7.41,6.08,"Central",145.819443,-15.829705,-5070.66877316084,3443.50810117328,0,"2020"
"899","15-093",4,2.71,8.83,2.44,"Central",145.570007,-15.88,-5054.36929516616,3464.68658371732,1,"2020"
"900","15-094",1,5.12,7.08,4.91,"Central",145.794266,-15.875783,-5067.99762572111,3444.94911994471,0,"2020"
"901","15-095",3,3.28,7.79,2.45,"Central",145.660004,-15.91,-5059.05082430678,3456.2278251502,1,"2020"
"902","15-096",1,6.09,7.54,5.62,"Central",145.820786,-15.94988,-5067.72279578399,3441.33391258279,0,"2020"
"903","15-098",3,3.25,8.4,2.77,"Central",145.670181,-15.974342,-5058.04185289741,3454.22093791839,1,"2020"
"904","15-099a",1,6.06,7.86,5.64,"Central",145.832214,-15.989794,-5067.3987591028,3439.63726488039,0,"2020"
"905","15-099b",1,7.06,7.96,7.57,"Central",145.850937,-16.017834,-5067.81108963928,3437.49862616588,0,"2020"
"906","15-099c",0,6.89,8.16,7.74,"Central",145.867371,-16.052048,-5067.92700093428,3435.45524285772,0,"2020"
"908","15-099e",1,7.06,7.96,7.57,"Central",145.858398,-16.030132,-5067.94625400322,3436.62681617589,0,"2020"
