"","ReefID","score","DHW_5km_max_16","DHW_5km_max_17","DHW_5km_max","region","Long_unique","Lat_unique","X","Y","bin.score","year"
"1297","20-067a",2,3.22,6.71,7.66,"South",149.029999,-20.17,-5127.72108249236,3077.39273860722,0,"2020"
"1306","20-078a",3,2.96,6.56,7.6,"South",149.093079,-20.263754,-5128.01499614042,3069.89503186313,1,"2020"
"1308","20-078e",4,2.96,6.56,7.6,"South",149.100006,-20.280001,-5127.84901145625,3068.95359352328,1,"2020"
"1326","20-102b",3,2.41,6.15,8.07,"South",149.080002,-20.459999,-5120.80050378955,3067.16389801527,1,"2020"
"1327","20-102c",4,2.41,6.15,8.07,"South",149.073471,-20.474394,-5119.97072540857,3067.45993304887,1,"2020"
"1328","20-102d",3,2.1,6.05,8.4,"South",149.050003,-20.51,-5117.52519394652,3068.84395893142,1,"2020"
"1329","20-103",3,0.34,2.01,4.39,"South",149.830688,-20.014833,-5175.34890480098,3008.41522439678,1,"2020"
"1330","20-104",3,0.85,2.18,4.91,"South",149.688049,-20.031605,-5167.29209792896,3020.96773563828,1,"2020"
"1331","20-105",4,0.64,2.18,4.77,"South",149.811966,-20.064098,-5172.74303712314,3009.16226469459,1,"2020"
"1335","20-112",4,0.49,2.19,4.08,"South",149.940002,-20.129999,-5177.27526417777,2996.33424200474,1,"2020"
"1336","20-115",0,1.11,1.36,1.82,"South",150.243027,-20.026377,-5196.48376425869,2970.87423048358,0,"2020"
"1337","20-119",0,1.74,2.22,2.46,"South",150.416641,-20.086708,-5203.46130269503,2953.97875116396,0,"2020"
"1339","20-125",0,1.51,2.07,1.64,"South",150.427002,-20.121016,-5202.85495672061,2952.39059338661,0,"2020"
"1340","20-126",1,1.39,1.63,1.66,"South",150.38559,-20.150076,-5199.75262982138,2955.60063566926,0,"2020"
"1341","20-127",0,1.1,1.44,1.3,"South",150.319992,-20.105568,-5197.84496980093,2962.3951745111,0,"2020"
"1342","20-128",4,0.48,2.21,4.6,"South",150.009995,-20.120001,-5181.26304475652,2990.1986031911,1,"2020"
"1343","20-129",3,0.49,2.52,4.75,"South",150.080002,-20.190001,-5182.58825964115,2982.52790689002,1,"2020"
"1344","20-130",1,1.39,1.63,1.66,"South",150.367767,-20.176874,-5197.94017445471,2956.71013145563,0,"2020"
"1345","20-131",0,1.51,2.07,1.64,"South",150.444626,-20.141691,-5203.07457361831,2950.3997817097,0,"2020"
"1346","20-132",0,1.53,2.43,1.97,"South",150.470169,-20.194183,-5202.63839724212,2947.08805075022,0,"2020"
"1347","20-134",3,0.52,2.82,6.15,"South",150.100006,-20.299999,-5179.96016915929,2978.60848385757,1,"2020"
"1348","20-135",5,0.66,2.86,6.37,"South",150.130005,-20.34,-5180.17959632339,2975.12668548008,1,"2020"
"1350","20-137",4,0.68,2.86,6.62,"South",150.100006,-20.35,-5178.28602865839,2977.64581060598,1,"2020"
"1351","20-138",5,0.79,3.19,6.3,"South",150.199997,-20.35,-5183.47464506939,2968.60428011899,1,"2020"
"1352","20-139",5,0.99,3.2,7.4,"South",150.073334,-20.368502,-5176.27901107282,2979.69896951405,1,"2020"
"1353","20-142",5,0.64,3.55,6.36,"South",150.240005,-20.4,-5183.86586919667,2964.0232664434,1,"2020"
"1355","20-146",3,0.8,3.77,6.46,"South",150.289993,-20.469999,-5184.08953471275,2958.1525884294,1,"2020"
"1356","20-167",0,1.48,3.22,2.46,"South",150.5103,-20.257412,-5202.58554876663,2942.24676543796,0,"2020"
"1357","20-172",0,1.52,3.14,2.31,"South",150.560745,-20.28237,-5204.33667426491,2937.19255364569,0,"2020"
"1358","20-179",0,1.5,3.62,2.3,"South",150.611816,-20.303387,-5206.24648387172,2932.15472793954,0,"2020"
"1359","20-182",0,1.48,3.15,2.31,"South",150.578293,-20.33308,-5203.53142377842,2934.63714845254,0,"2020"
"1360","20-185a",0,1.16,3.28,2.47,"South",150.584427,-20.354097,-5203.1378623815,2933.68102215694,0,"2020"
"1361","20-185c",0,1.36,3.98,2.32,"South",150.653793,-20.350132,-5206.81941241964,2927.45476402219,0,"2020"
"1362","20-186",0,1.72,4.78,2.99,"South",150.709579,-20.347271,-5209.76373908984,2922.43788194142,0,"2020"
"1363","20-187",0,1.69,4.77,2.39,"South",150.75766,-20.375526,-5211.2604792554,2917.53095129584,0,"2020"
"1364","20-194a",1,1.19,3.99,2.33,"South",150.685272,-20.416149,-5206.19765803003,2923.34182697532,0,"2020"
"1365","20-194b",1,1.35,4.45,2.48,"South",150.722229,-20.406752,-5208.4000597973,2920.16132709564,0,"2020"
"1366","20-197",0,1.35,4.45,2.48,"South",150.726196,-20.446737,-5207.2486581428,2919.04192880349,0,"2020"
"1378","20-252",5,2.45,6.26,8.69,"South",149.13887,-20.674105,-5116.76966271999,3057.61075345866,1,"2020"
"1381","20-257b",5,2.61,6.11,9.02,"South",149.139496,-20.710552,-5115.5737899845,3056.82029071004,1,"2020"
"1383","20-262a",4,2.47,6.47,8.24,"South",149.469818,-20.742073,-5132.04342250445,3026.6471875244,1,"2020"
"1385","20-263",5,2.29,6.34,8.17,"South",149.429993,-20.77,-5128.99088896987,3029.65391906931,1,"2020"
"1388","20-269",5,2.28,6.2,8.35,"South",149.389999,-20.780001,-5126.53537756608,3033.03250571077,1,"2020"
"1397","20-287",5,2.22,3.42,9.48,"South",149.949997,-20.540001,-5164.0844226405,2987.49760791045,1,"2020"
"1398","20-288",5,2.24,3.68,9.61,"South",149.929993,-20.559999,-5162.36555410028,2988.90928359992,1,"2020"
"1399","20-289",5,2.5,6.32,8.12,"South",149.610001,-20.77,-5138.48392204138,3013.52507727913,1,"2020"
"1401","20-291",4,2.13,5.79,7.71,"South",149.740005,-20.950001,-5139.15233497911,2998.26658781531,1,"2020"
"1402","20-292",4,1.83,5.11,7.5,"South",149.779999,-20.99,-5139.86853801372,2993.8774366793,1,"2020"
"1403","20-293",4,1.83,5.11,7.5,"South",149.798065,-20.988207,-5140.87400504371,2992.29255425803,1,"2020"
"1404","20-294",4,2.03,3.57,9.19,"South",150.050003,-20.57,-5168.2762353136,2977.89477957143,1,"2020"
"1405","20-295",5,1.52,4.07,8.81,"South",150.130005,-20.57,-5172.42922524375,2970.67542362851,1,"2020"
"1406","20-296",4,0.83,3.91,7.3,"South",150.240005,-20.52,-5179.81679701951,2961.70809385918,1,"2020"
"1408","20-298",5,0.8,3.71,5.89,"South",150.380005,-20.6,-5184.32235851506,2947.49854971355,1,"2020"
"1409","20-299a",3,0.65,3.34,5.84,"South",150.434402,-20.603256,-5187.00759029931,2942.51233261865,1,"2020"
"1410","20-299c",4,0.95,3.19,5.67,"South",150.460007,-20.65,-5186.72904142726,2939.29125612908,1,"2020"
"1411","20-300",4,0.95,3.19,5.67,"South",150.465759,-20.634153,-5187.56457099695,2939.07675197226,1,"2020"
"1412","20-301a",4,1.12,3.81,7.69,"South",150.229996,-20.68,-5173.8657761245,2959.50485763247,1,"2020"
"1413","20-301b",4,0.95,3.78,7.2,"South",150.289993,-20.66,-5177.64378047715,2954.47450292398,1,"2020"
"1414","20-302",3,1.47,3.84,8.18,"South",150.179993,-20.700001,-5170.59926973473,2963.62830607068,1,"2020"
"1415","20-304",4,0.8,3.5,7.05,"South",150.470001,-20.719999,-5184.84943120787,2937.031388937,1,"2020"
"1416","20-305",5,0.8,3.49,7.52,"South",150.484879,-20.781237,-5183.51244212046,2934.49638315411,1,"2020"
"1417","20-306",5,0.8,3.49,7.52,"South",150.452194,-20.798933,-5181.22999020122,2937.10846724396,1,"2020"
"1418","20-307",5,0.79,3.79,8.11,"South",150.381042,-20.820858,-5176.82563628206,2943.11237710189,1,"2020"
"1419","20-308",4,0.8,3.79,8.61,"South",150.379807,-20.857193,-5175.51272259085,2942.51357920061,1,"2020"
"1420","20-309",4,1.95,4.01,8.11,"South",150.029999,-20.91,-5155.6381768564,2973.01098212275,1,"2020"
"1421","20-310",3,1.8,4,7.8,"South",150.080002,-20.959999,-5156.5090610377,2967.5195879329,1,"2020"
"1426","20-322",1,1.16,3.63,3.66,"South",150.745865,-20.574203,-5203.91768569147,2914.82730485665,0,"2020"
"1427","20-324",1,1.17,3.63,3.31,"South",150.766754,-20.596226,-5204.22867826539,2912.50936712139,0,"2020"
"1428","20-326",1,0.9,3.42,3.52,"South",150.802521,-20.626991,-5204.99454567305,2908.67258259613,0,"2020"
"1429","20-327",1,1.23,3.43,3.32,"South",150.853378,-20.618433,-5207.8670244984,2904.21461138106,0,"2020"
"1430","20-335",1,0.92,2.94,3.51,"South",150.87616,-20.666206,-5207.38545898462,2901.2321861606,0,"2020"
"1433","20-339a",0,0.9,3.07,4.05,"South",150.883972,-20.725861,-5205.73292577316,2899.38147501803,0,"2020"
"1434","20-339b",1,1.39,3.09,3.82,"South",150.937836,-20.706667,-5209.11626784174,2894.85300085767,0,"2020"
"1436","20-342",1,1.42,3.08,3.8,"South",150.9561,-20.766666,-5207.97361129547,2892.04554502531,0,"2020"
"1437","20-348",2,0.88,2.46,4.37,"South",150.953171,-20.887068,-5203.6643959857,2890.00064589053,0,"2020"
"1439","20-351a",4,0.84,4.24,8.94,"South",150.539993,-20.940001,-5180.85921145003,2926.41713418809,1,"2020"
"1440","20-351b",3,0.84,4.38,8.97,"South",150.529999,-20.98,-5178.96352932554,2926.53805253194,1,"2020"
"1441","20-351c",4,0.85,4.49,8.96,"South",150.52272,-21.012066,-5177.47951364606,2926.5673188585,1,"2020"
"1443","20-353",3,0.49,2.92,5.66,"South",150.917953,-20.964542,-5199.19810714859,2891.70311220063,1,"2020"
"1445","20-369a",1,1.84,3.41,3.3,"South",151.015762,-20.747362,-5211.64772372411,2886.98955185477,0,"2020"
"1448","20-370a",1,1.64,3.05,3.28,"South",151.070129,-20.8064,-5212.34668262889,2880.91652412747,0,"2020"
"1449","20-370b",1,1.43,2.73,3.57,"South",151.057816,-20.881918,-5209.11265753514,2880.59064952299,0,"2020"
"1452","20-377",1,2.1,4.27,3.57,"South",151.232269,-20.843342,-5219.19831900346,2865.45189524633,0,"2020"
"1453","20-378a",1,2.01,3.16,2.86,"South",151.25,-20.870001,-5219.15952665453,2863.32896672422,0,"2020"
"1455","20-380",2,0.88,2.46,4.66,"South",151.042816,-20.91515,-5207.20499324284,2881.31610777747,0,"2020"
"1456","20-382",1,2.2,3.48,3.46,"South",151.300003,-20.860001,-5222.00379954049,2858.96321539322,0,"2020"
"1457","20-383",2,1.79,2.99,3.08,"South",151.210846,-20.931446,-5215.06543228921,2865.72105033073,0,"2020"
"1458","20-385",0,1.86,3.44,3.64,"South",151.320007,-20.940001,-5220.21758287189,2855.61688600053,0,"2020"
"1461","20-388a",1,1.8,3.26,3.78,"South",151.360001,-20.959999,-5221.51180572312,2851.59125121806,0,"2020"
"1462","20-389",0,1.8,3.26,3.78,"South",151.399994,-20.969999,-5223.15166349733,2847.75544294338,0,"2020"
"1463","20-391",0,2.28,4.24,4.53,"South",151.477692,-20.99131,-5226.26316974629,2840.26463970244,0,"2020"
"1465","20-469",2,1.18,4,2.83,"South",150.650406,-20.499945,-5201.57904781098,2924.9131494447,0,"2020"
"1466","20-470",2,1.18,4,2.83,"South",150.677139,-20.470959,-5203.92664537598,2923.03829302775,0,"2020"
"1467","20-474",1,1.18,4,2.83,"South",150.693161,-20.468834,-5204.81588822977,2921.62341832989,0,"2020"
"1468","20-568",0,1.8,3.26,3.78,"South",151.371017,-20.955662,-5222.21137534181,2850.66992939738,0,"2020"
"1469","20-590",0,1.52,2.16,1.77,"South",150.371338,-20.099905,-5200.68578371855,2957.84289949783,0,"2020"
"1470","20-591",0,1.31,1.76,1.45,"South",150.372803,-20.110189,-5200.41972307182,2957.51560128152,0,"2020"
"1471","20-594",0,1.52,2.16,1.77,"South",150.381989,-20.074112,-5202.0918613732,2957.36287997687,0,"2020"
"1472","20-595",0,1.52,2.16,1.77,"South",150.386795,-20.074282,-5202.33426745683,2956.92330926393,0,"2020"
"1474","20-605",1,1.46,2.56,1.84,"South",150.48877,-20.233446,-5202.2820995404,2944.65578413708,0,"2020"
"1475","21-025",4,1.99,4.87,7.52,"South",149.899994,-21.02,-5145.09287258337,2982.50673894398,1,"2020"
"1476","21-026",5,2.04,6.19,8.31,"South",149.550003,-21.030001,-5126.43441729437,3013.67747764278,1,"2020"
"1478","21-031",3,1.81,5.85,9.22,"South",149.690002,-21.33,-5123.37798631503,2995.0597893485,1,"2020"
"1479","21-034",3,2.2,6.27,9.29,"South",149.830002,-21.370001,-5129.28102891868,2981.71826747347,1,"2020"
"1484","21-045",3,2.16,6.2,9.95,"South",149.880005,-21.469999,-5128.36879573797,2975.20297291325,1,"2020"
"1486","21-049",3,2.65,6.92,9.93,"South",149.920395,-21.48954,-5129.77636360281,2971.18827148421,1,"2020"
"1489","21-053",3,1.82,4.03,7.75,"South",150.080002,-21.030001,-5154.09189776329,2966.1285345518,1,"2020"
"1490","21-054",4,1.47,4.86,8.68,"South",150.259995,-21.07,-5161.99734245585,2949.13001824026,1,"2020"
"1492","21-056b",4,1.01,4.3,9,"South",150.449997,-21.08,-5171.40089411089,2931.79862536165,1,"2020"
"1493","21-057",4,1,4,8.89,"South",150.479996,-21.129999,-5171.19319643187,2928.10418203344,1,"2020"
"1494","21-058",4,2.11,6.3,8.49,"South",150.30928,-21.467567,-5150.60163077885,2936.74576815498,1,"2020"
"1495","21-059",3,2.32,5.46,9.53,"South",149.259995,-21.48,-5095.52393275232,3030.31478465141,1,"2020"
"1496","21-060",4,0.84,4.38,8.85,"South",150.591553,-21.012892,-5180.96295481971,2920.32900728294,1,"2020"
"1497","21-061",3,0.82,4.51,8.41,"South",150.692337,-21.05477,-5184.634408616,2910.39299028685,1,"2020"
"1498","21-062",3,0.47,3.23,6.52,"South",150.865112,-21.031219,-5194.20843046871,2895.20336154344,1,"2020"
"1499","21-063",3,0.33,3.04,6.14,"South",150.919998,-21.030001,-5197.0219584308,2890.24990920505,1,"2020"
"1500","21-064",3,0.77,3.83,7.34,"South",150.777985,-21.057133,-5188.8967971675,2902.59345808259,1,"2020"
"1501","21-065",3,0.62,3.53,6.99,"South",150.830322,-21.072184,-5191.02077442621,2897.55925245222,1,"2020"
"1502","21-068",3,0.62,3.36,7.04,"South",150.830658,-21.128893,-5189.05554838727,2896.4223779294,1,"2020"
"1503","21-070",3,0.78,3.82,7.54,"South",150.788956,-21.135815,-5186.70384749807,2900.06297432716,1,"2020"
"1504","21-071",4,0.78,3.82,7.54,"South",150.763321,-21.136267,-5185.3899820044,2902.37444228972,1,"2020"
"1505","21-072",4,0.81,4.16,8.27,"South",150.662231,-21.165661,-5179.23300692624,2910.9409499935,1,"2020"
"1507","21-074",3,0.76,3.22,7.08,"South",150.84549,-21.156635,-5188.83347164704,2894.53695628543,1,"2020"
"1509","21-076",3,0.47,3.19,6.91,"South",150.873306,-21.189087,-5189.09958603949,2891.38315143512,1,"2020"
"1511","21-081",4,0.61,3.08,7.02,"South",150.882858,-21.224419,-5188.33998400151,2889.82648447231,1,"2020"
"1512","21-082",4,0.61,3.08,7.02,"South",150.896591,-21.245712,-5188.28319903564,2888.16572244794,1,"2020"
"1513","21-083",4,0.47,3.09,7.2,"South",150.91246,-21.257566,-5188.6654150625,2886.496368176,1,"2020"
"1514","21-084",3,0.47,3.09,7.2,"South",150.930573,-21.277716,-5188.86733085492,2884.46105108957,1,"2020"
"1515","21-086",3,0.61,3.34,7.72,"South",150.784988,-21.331713,-5179.61736031289,2896.57155328583,1,"2020"
"1516","21-087",3,0.46,3.2,7.48,"South",150.974792,-21.384424,-5187.3178833667,2878.36144267457,1,"2020"
"1518","21-091",0,2.21,4.57,4.15,"South",151.559998,-21.040001,-5228.63051857327,2831.82943897879,0,"2020"
"1519","21-092",3,0.86,2.39,3.8,"South",151.162888,-21.012623,-5209.83486428631,2868.52695878746,1,"2020"
"1520","21-093",3,0.83,2.41,4.25,"South",151.10321,-21.029663,-5206.24919606218,2873.62340766089,1,"2020"
"1521","21-094",3,0.86,2.39,3.8,"South",151.151535,-21.034815,-5208.49095917945,2869.13207583896,1,"2020"
"1523","21-100",4,0.5,2.3,5.36,"South",151.071121,-21.070715,-5203.20396883111,2875.74564829618,1,"2020"
"1524","21-101",0,2.06,4.49,3.95,"South",151.519241,-21.029888,-5226.96957312469,2835.740552828,0,"2020"
"1525","21-109",4,0.34,2.76,6.01,"South",151.080002,-21.129999,-5201.57243243475,2873.79146873948,1,"2020"
"1526","21-115",3,0.33,2.78,6.45,"South",151.039993,-21.17,-5198.1602489534,2876.64589905374,1,"2020"
"1527","21-116",4,0.46,2.95,6.61,"South",151.009995,-21.209999,-5195.24719406732,2878.58790561409,1,"2020"
"1530","21-128",3,0.33,4.14,6.57,"South",151.169998,-21.32,-5199.37929042117,2861.92938763483,1,"2020"
"1531","21-129",3,0.45,2.78,6.94,"South",151.096512,-21.353809,-5194.50691122732,2867.93447875512,1,"2020"
"1533","21-131",2,0.48,3.68,5.66,"South",151.369995,-21.370001,-5207.56120266128,2842.79334823111,0,"2020"
"1534","21-132",2,0.34,4.16,6.06,"South",151.330002,-21.4,-5204.50844147545,2845.84403616677,0,"2020"
"1535","21-133",3,0.34,3.85,6.54,"South",151.25,-21.379999,-5201.24085976391,2853.49844943672,1,"2020"
"1536","21-134",2,0.34,3.89,6.4,"South",151.279999,-21.389999,-5202.37861135399,2850.57995348095,0,"2020"
"1538","21-136",3,0.48,3.51,4.9,"South",151.419998,-21.389999,-5209.32830530536,2837.8597383601,1,"2020"
"1539","21-137",3,0.48,3.51,4.9,"South",151.419998,-21.4,-5208.97206208575,2837.66566952228,1,"2020"
"1540","21-138",2,0.62,3.52,5.54,"South",151.419998,-21.43,-5207.90248726264,2837.08300259293,0,"2020"
"1541","21-139",3,0.64,3.91,5.57,"South",151.469147,-21.473095,-5208.79459297657,2831.77751698869,1,"2020"
"1542","21-143",0,2.21,4.57,4.15,"South",151.568832,-21.041965,-5228.99812287752,2830.98591202353,0,"2020"
"1543","21-144",0,2.21,4.57,4.15,"South",151.580002,-21.049999,-5229.26778348809,2829.81376268047,0,"2020"
"1544","21-145a",0,1.82,4.41,4.07,"South",151.620865,-21.073538,-5230.45707058556,2825.63647533435,0,"2020"
"1545","21-146",0,1.82,4.41,4.07,"South",151.649994,-21.08,-5231.66553045809,2822.85425849441,0,"2020"
"1546","21-147",0,2.26,4.95,5.17,"South",151.669998,-21.07,-5233.00272627078,2821.21727182604,0,"2020"
"1547","21-148",0,2.26,4.95,5.17,"South",151.690002,-21.09,-5233.28319180394,2819.01073922662,0,"2020"
"1548","21-149",0,2.31,5.69,6.53,"South",151.720001,-21.1,-5234.40601579955,2816.08069290921,0,"2020"
"1549","21-150",0,1.87,4.92,4.28,"South",151.740005,-21.110001,-5235.03619003507,2814.06341115588,0,"2020"
"1550","21-151",0,1.77,5.22,5.74,"South",151.759995,-21.120001,-5235.66478240961,2812.04724525071,0,"2020"
"1551","21-152",1,1.77,5.22,5.74,"South",151.770004,-21.120001,-5236.15593906663,2811.13258404217,0,"2020"
"1553","21-157",0,1.77,5.22,5.74,"South",151.759995,-21.15,-5234.60518703655,2811.4781423051,0,"2020"
"1554","21-158",0,0.95,4.46,3.11,"South",151.779999,-21.16,-5235.23285984551,2809.46062848046,0,"2020"
"1555","21-159",0,0.95,4.46,3.11,"South",151.800003,-21.17,-5235.85960249728,2807.44293357478,0,"2020"
"1556","21-161",0,1.54,5.03,4.8,"South",151.820007,-21.190001,-5236.13117309019,2805.2352744797,0,"2020"
"1557","21-165",0,1.54,5.03,4.8,"South",151.830002,-21.200001,-5236.26605549714,2804.13202321608,0,"2020"
"1560","21-172",0,0.61,4,2.15,"South",151.850006,-21.24,-5235.8253380028,2801.54419260296,0,"2020"
"1561","21-180",0,0,3.11,0.47,"South",151.830688,-21.342113,-5231.24592592463,2801.36304168477,0,"2020"
"1562","21-181",1,0,2.68,0.59,"South",151.857895,-21.371225,-5231.53606766609,2798.32263611408,0,"2020"
"1563","21-185",1,0,3,0.61,"South",151.901764,-21.39901,-5232.68330988238,2793.78565455697,0,"2020"
"1595","21-236",2,0,3.77,6.11,"South",152.396667,-21.21899,-5263.06591302111,2751.85421704771,0,"2020"
"1596","21-237",3,0,3.43,6.03,"South",152.472336,-21.240034,-5265.94422913321,2744.50941745634,1,"2020"
"1597","21-238",3,0,3.43,6.03,"South",152.5,-21.23,-5267.62719179607,2742.15315063946,1,"2020"
"1598","21-239",3,0,4.18,4.92,"South",152.269241,-21.264124,-5255.32334014475,2762.7064058462,1,"2020"
"1599","21-240",2,0,3.85,4.75,"South",152.312531,-21.2798,-5256.84923685058,2758.4411053184,0,"2020"
"1600","21-241",2,0,3.85,4.75,"South",152.330704,-21.282572,-5257.62481299284,2756.72165658964,0,"2020"
"1601","21-242a",3,0,3.98,4.31,"South",152.231155,-21.303316,-5252.08603647464,2765.46214026488,1,"2020"
"1603","21-247",3,0,4.3,4.31,"South",152.162994,-21.331776,-5247.77511353823,2771.17102945571,1,"2020"
"1606","21-257",3,0,3.82,3.08,"South",152.142258,-21.360367,-5245.74874067954,2772.52933452157,1,"2020"
"1607","21-258",1,0,3.23,1.89,"South",152.01709,-21.377436,-5239.068659283,2783.65804810785,0,"2020"
"1608","21-263",4,0,2.33,4.19,"South",152.490005,-21.42,-5260.33446408156,2739.5232173223,1,"2020"
"1611","21-289a",3,0.14,4.3,7.08,"South",152.595123,-21.185959,-5273.74522816104,2734.21941622201,1,"2020"
"1612","21-290",3,0,3.72,6.42,"South",152.520004,-21.200001,-5269.65515814903,2740.87086922583,1,"2020"
"1613","21-294",4,0,3.04,5.45,"South",152.605255,-21.289955,-5270.50950512353,2731.35938938841,1,"2020"
"1614","21-295",4,0,2.81,4.94,"South",152.580597,-21.318956,-5268.29352900025,2733.0878326273,1,"2020"
"1615","21-296",4,0,2.81,4.94,"South",152.55336,-21.338657,-5266.28659393366,2735.22468549227,1,"2020"
"1618","21-299",5,0,2.33,4.23,"South",152.529999,-21.379999,-5263.68539962633,2736.59933055171,1,"2020"
"1620","21-300a",4,0,2.33,4.23,"South",152.510361,-21.397877,-5262.10398659478,2738.06863615277,1,"2020"
"1621","21-303",4,0,1.95,4.1,"South",152.520004,-21.469999,-5259.96479910119,2735.83068689331,1,"2020"
"1622","21-304",4,0,1.95,4.1,"South",152.510117,-21.473776,-5259.35624888716,2736.66734763335,1,"2020"
"1624","21-306",3,0,1.95,4.1,"South",152.509491,-21.494862,-5258.56458674637,2736.3284222893,1,"2020"
"1626","21-386",3,2.57,6.6,8.72,"South",150.259995,-21.52,-5146.21873304727,2940.11545128762,1,"2020"
"1627","21-387",4,2.42,6.86,9.01,"South",150.149994,-21.530001,-5140.210693316,2949.78706146994,1,"2020"
"1628","21-389",4,1.45,6.3,8.97,"South",150.247284,-21.618483,-5142.0712496021,2939.25922979747,1,"2020"
"1629","21-391",4,1.13,6.04,9.06,"South",150.220016,-21.652651,-5139.45600701237,2941.01035078109,1,"2020"
"1630","21-392",4,1.14,6.6,8.82,"South",150.340485,-21.650667,-5145.69908627599,2930.23801582415,1,"2020"
"1634","21-398",4,1.28,6.4,8.94,"South",150.275116,-21.683617,-5141.177864586,2935.43611429429,1,"2020"
"1637","21-402",3,1.12,6.34,9.07,"South",150.289368,-21.747692,-5139.61824704574,2932.85063873347,1,"2020"
"1638","21-403a",3,1.12,6.4,8.91,"South",150.316208,-21.738981,-5141.30330272242,2930.62037596235,1,"2020"
"1639","21-403b",3,1.12,6.4,8.91,"South",150.34436,-21.736214,-5142.84165215036,2928.1502489859,1,"2020"
"1640","21-406",3,0.98,6.77,8.81,"South",150.429855,-21.75771,-5146.43496327594,2920.03596536314,1,"2020"
"1641","21-414a",5,0.9,4.29,9.79,"South",150.100006,-21.93,-5123.3598631484,2946.0618722684,1,"2020"
"1643","21-418a",5,0.9,4.62,9.78,"South",150.130005,-21.950001,-5124.18108275373,2942.96512255154,1,"2020"
"1644","21-418b",5,0.74,4.42,9.61,"South",150.146149,-21.982668,-5123.83167114328,2940.84481790495,1,"2020"
"1646","21-423a",5,0.75,4.46,9.57,"South",150.164459,-21.991255,-5124.46111224669,2939.02939311771,1,"2020"
"1649","21-433",3,0.66,3.81,5.89,"South",151.477554,-21.550697,-5206.42989324574,2829.50229220973,1,"2020"
"1650","21-436",2,0.46,2.51,3.1,"South",151.600983,-21.49708,-5214.43737651453,2819.32015633893,0,"2020"
"1652","21-439",1,0.17,2.49,1.98,"South",151.653442,-21.518373,-5216.25254434632,2814.13257457862,0,"2020"
"1653","21-440",3,0.65,3.83,5.55,"South",151.541763,-21.522499,-5210.60946372734,2824.2143680637,1,"2020"
"1656","21-443",1,0.32,2.65,1.37,"South",151.707123,-21.568304,-5217.09165191909,2808.27785647053,0,"2020"
"1660","21-453",1,0.51,2.48,3.52,"South",151.692413,-21.654594,-5213.25915530554,2807.94137740995,0,"2020"
"1661","21-460",1,0.52,2.77,3.02,"South",151.742172,-21.711464,-5213.63779791901,2802.30667020419,0,"2020"
"1662","21-464",1,0.53,3.08,2.44,"South",151.773682,-21.755894,-5213.5662955009,2798.57376882904,0,"2020"
"1663","21-465",1,0.53,2.98,1.98,"South",151.88205,-21.80439,-5217.08540413328,2787.76495636258,0,"2020"
"1664","21-466",1,0.52,3.94,2.31,"South",151.986938,-21.837854,-5220.95896112068,2777.56005545832,0,"2020"
"1665","21-467",1,0.53,3.29,2.34,"South",151.9263,-21.886705,-5216.23170024932,2782.13209303905,0,"2020"
"1666","21-470",4,0,2.08,3.51,"South",152.494797,-21.511597,-5257.25765686952,2737.3619230006,1,"2020"
"1667","21-474",3,0,2.08,3.51,"South",152.474579,-21.534613,-5255.45874357199,2738.78296408891,1,"2020"
"1668","21-479",3,0,1.5,3.55,"South",152.456741,-21.561388,-5253.63626797434,2739.9133760768,1,"2020"
"1673","21-491",4,0,1.63,4.06,"South",152.474442,-21.612307,-5252.63519524695,2737.32749576437,1,"2020"
"1677","21-496",4,0,1.63,4.06,"South",152.476791,-21.648161,-5251.44414928562,2736.4330386493,1,"2020"
"1682","21-502",4,0.15,1.62,4.28,"South",152.498032,-21.675135,-5251.4762238537,2733.97475179486,1,"2020"
"1690","21-526",3,0.33,2.74,4.21,"South",152.312195,-21.831608,-5236.87115500725,2747.99711766297,1,"2020"
"1692","21-529",3,0.35,3.67,3.98,"South",152.172958,-21.866928,-5228.88504605931,2760.03303960993,1,"2020"
"1693","21-530",4,0.33,1.45,5.98,"South",152.439835,-21.855536,-5242.10234295745,2735.8658927189,1,"2020"
"1694","21-531",3,0.33,1.45,5.98,"South",152.408585,-21.862854,-5240.34086449441,2738.58428367991,1,"2020"
"1695","21-532",3,0.33,2.08,5.57,"South",152.354095,-21.862774,-5237.73695388914,2743.56830242085,1,"2020"
"1696","21-538",4,0.33,1.45,5.98,"South",152.445251,-21.883566,-5241.331635739,2734.8332912747,1,"2020"
"1697","21-540",5,0.34,1.26,6.56,"South",152.477722,-21.905783,-5242.06372577873,2731.43676313582,1,"2020"
"1698","21-544",3,0.36,3.78,4,"South",152.108734,-21.921701,-5223.78069062525,2764.83005179561,1,"2020"
"1699","21-546",3,0.34,1.26,6.56,"South",152.490921,-21.932003,-5241.72751882472,2729.72640059743,1,"2020"
"1700","21-548",4,0.34,1.26,6.56,"South",152.456787,-21.938763,-5239.85138000902,2732.71883321342,1,"2020"
"1701","21-549",5,0.34,1.44,6.44,"South",152.423309,-21.948074,-5237.91081331827,2735.60091101249,1,"2020"
"1702","21-551",2,0.52,3.45,4.37,"South",152.055649,-21.960606,-5219.78884158455,2768.91125215437,0,"2020"
"1703","21-552",5,0.35,1.25,6.8,"South",152.46666,-21.962839,-5239.4347976031,2731.35327452926,1,"2020"
