"","ReefID","score","DHW_25km_max","region","Long_unique","Lat_unique","X","Y","bin.score","year"
"1777","22-147b",0,5.98,"South",152.720001,-22.360001,-5236.6546358294,2700.52440695659,0,"1998"
"1781","23-001",3,7.04,"South",150.880005,-23.040001,-5121.75386732653,2853.07319270727,1,"1998"
"1782","23-002",4,7.04,"South",150.880005,-23.049999,-5121.37368436432,2852.86141177326,1,"1998"
"1783","23-003",4,9.25,"South",151.770004,-23.98,-5128.71674039523,2753.45175182417,1,"1998"
"1784","23-004b",4,7.04,"South",150.889999,-23.08,-5120.72936396255,2851.33224304483,1,"1998"
"1786","23-006",4,7.04,"South",150.880005,-23.1,-5119.470011403,2851.80097067548,1,"1998"
"1787","23-007",4,7.04,"South",150.899994,-23.1,-5120.46461865437,2850.01474787569,1,"1998"
"1789","23-009",4,7.04,"South",150.899994,-23.15,-5118.55671443326,2848.95282174736,1,"1998"
"1790","23-010",4,7.04,"South",150.910004,-23.17,-5118.29004210449,2847.63328378234,1,"1998"
"1791","23-012a",4,7.04,"South",150.960007,-23.16,-5121.15569776231,2843.37771319687,1,"1998"
"1792","23-012b",4,7.04,"South",150.970001,-23.15,-5122.03389331316,2842.69657458605,1,"1998"
"1793","23-012c",4,7.04,"South",150.990005,-23.17,-5122.26114733951,2840.48393983615,1,"1998"
"1794","23-012d",4,7.04,"South",150.960007,-23.190001,-5120.00791001588,2842.74043632222,1,"1998"
"1796","23-014",4,7.04,"South",150.970001,-23.200001,-5120.12075404665,2841.63479433374,1,"1998"
"1797","23-016",4,7.04,"South",150.970001,-23.209999,-5119.73774252114,2841.42222534761,1,"1998"
"1800","23-030",4,7.56,"South",151.080002,-23.16,-5127.09937062319,2832.64620882722,1,"1998"
"1801","23-031",4,7.56,"South",151.070007,-23.16,-5126.60514977971,2833.54056594927,1,"1998"
"1804","23-033",3,7.56,"South",151.100006,-23.200001,-5126.55528103549,2830.0098570278,1,"1998"
"1806","23-036",3,7.59,"South",151.149994,-23.4,-5121.31767164091,2821.2916270311,1,"1998"
"1807","23-037",4,7.59,"South",151.179993,-23.41,-5122.40715718299,2818.3968896945,1,"1998"
"1808","23-038",3,7.59,"South",151.169998,-23.42,-5121.52831525116,2819.07735064158,1,"1998"
"1815","23-052",1,8.47,"South",151.960007,-23.450001,-5158.73940923815,2747.57097806754,0,"1998"
"1817","23-053",2,8.47,"South",151.880005,-23.469999,-5154.11718251254,2754.35419364926,0,"1998"
"1818","23-054",3,8.76,"South",152.029999,-23.440001,-5162.48270007596,2741.47455490959,1,"1998"
"1819","23-055",2,8.75,"South",152.059998,-23.5,-5161.57000625911,2737.52623170064,0,"1998"
"1821","23-056",4,7.59,"South",151.270004,-23.540001,-5121.77907001321,2807.57825269962,1,"1998"
"1823","23-059d",3,6.94,"South",151.309998,-23.75,-5115.52208561778,2799.50643626234,1,"1998"
"1825","23-063",4,6.94,"South",151.369995,-23.799999,-5116.48346979436,2793.07426417431,1,"1998"
"1826","23-066",4,6.94,"South",151.470001,-23.940001,-5115.81618564772,2781.13072633231,1,"1998"
"1827","23-067",4,6.94,"South",151.479996,-23.959999,-5115.50812601159,2779.80725469676,1,"1998"
"1830","23-068",3,8.65,"South",151.770004,-23.5,-5147.64837420722,2763.61556919274,1,"1998"
"1831","23-069",3,8.47,"South",151.740005,-23.540001,-5144.63723645453,2765.46997675671,1,"1998"
"1833","23-071",3,8.47,"South",151.679993,-23.559999,-5140.95571356051,2770.4355024816,1,"1998"
"1834","23-073",4,8.02,"South",151.630005,-23.969999,-5122.3711344431,2766.18996258017,1,"1998"
"1837","23-074c",3,8.02,"South",151.660004,-23.98,-5123.42104387689,2763.2931006307,1,"1998"
"1840","23-076",2,8.75,"South",152.039993,-23.6,-5156.68967559847,2737.2452209931,0,"1998"
"1842","23-078",3,8.75,"South",152.179993,-23.700001,-5159.41758041915,2722.55514450429,1,"1998"
"1843","23-079",0,8.54,"South",152.270004,-23.76,-5161.31183949298,2713.19713881737,0,"1998"
"1844","23-080",0,8.54,"South",152.289993,-23.809999,-5160.27301248869,2710.35369618485,0,"1998"
"1845","23-081",0,8.54,"South",152.369995,-23.860001,-5162.06186079461,2702.10379689827,0,"1998"
"1846","23-082",2,8.54,"South",152.410004,-23.91,-5161.95232831726,2697.45594717984,0,"1998"
"1848","24-002",4,8.02,"South",151.720001,-24.01,-5125.1171713936,2757.28391563343,1,"1998"
"1849","24-003",3,8.02,"South",151.729996,-24.01,-5125.59808961819,2756.38981924305,1,"1998"
"1850","24-004",3,8.15,"South",151.779999,-24,-5128.40027665136,2752.12947543378,1,"1998"
"1851","24-008",2,8.73,"South",152.720001,-24.110001,-5168.42866109229,2665.34051136314,0,"1998"
