"","ReefID","bin.score","DHW","X","Y","year"
"260","10-542a",0,8.43,-4996.14371019758,3786.9759718565,"2020"
"2661","10-544a",1,8.5,-4994.90537975004,3786.03102826306,"2020"
"2671","10-545a4",0,7.31,-5002.52366014806,3785.89767312774,"2020"
"2681","10-547b",0,7.37,-4996.60673415196,3790.07662338541,"2020"
"272","10-551b",0,6.53,-5013.03971896067,3772.94116556241,"2020"
"2731","10-554a",0,6.75,-5015.30552705851,3768.16255445274,"2020"
"2781","10-562",0,8.32,-5020.5557408876,3749.35791482174,"2020"
"2791","10-563a",0,7.52,-5021.72576170327,3750.58380217823,"2020"
"2802","10-565",0,7.75,-5024.43029336021,3745.04458390504,"2020"
"2842","10-572",0,7.13,-5031.02695880605,3738.2799563897,"2020"
"2851","10-575",0,9.08,-5007.20691316065,3760.91166601593,"2020"
"287","10-576a",0,9.09,-5009.1587899002,3760.92142112133,"2020"
"2881","10-577a",0,8.81,-5012.43149327917,3758.17530120571,"2020"
"2891","10-582a",0,9.33,-5018.42306784705,3747.23642890904,"2020"
"2901","10-583",0,8.65,-5022.39521011644,3744.76787992341,"2020"
"2911","10-585",0,8.73,-5025.49288978673,3738.44887313843,"2020"
"297","10-607",0,4.81,-5042.82825420203,3730.96666785781,"2020"
"298","10-609",0,3.89,-5045.83221409372,3728.93031639163,"2020"
"299","10-612",0,3.41,-5048.33968332944,3724.17092734917,"2020"
"300","10-613",0,4.44,-5048.0842704018,3723.35357218458,"2020"
"308","10-633",0,6.6,-5040.73628155209,3723.49369086833,"2020"
"309","10-634",0,6.31,-5040.99136339762,3722.15925655598,"2020"
"310","10-635",0,5.97,-5042.09150196106,3721.68740473412,"2020"
"311","10-636",0,5.97,-5043.85422041399,3719.44759805476,"2020"
"312","10-637",0,5.89,-5042.71299816957,3716.98288657256,"2020"
"313","10-638",0,5.13,-5048.51278567275,3711.55995869158,"2020"
"3141","10-644",0,1.68,-5062.72684839516,3704.36179085093,"2020"
"3151","10-645",0,1.13,-5065.8492083648,3700.17093585123,"2020"
"3211","10-686",0,0.95,-5078.98767179537,3681.5908731954,"2020"
"322","10-686b",0,0.95,-5079.26148030434,3681.30646587775,"2020"
"326","10-690",0,0.93,-5081.58575773873,3679.38814848465,"2020"
"3271","10-691",0,0.93,-5082.09813834858,3678.82471314395,"2020"
"328","10-692",0,1.28,-5082.75859174531,3678.36422183866,"2020"
"329","10-699",0,1.23,-5070.49623290421,3688.18496865282,"2020"
"3301","10-700",0,1.23,-5070.84351671295,3688.06394791503,"2020"
"3311","10-702",0,1.04,-5072.90957919211,3686.21715630646,"2020"
"3321","10-705",0,1.24,-5073.52690313339,3685.76968022957,"2020"
"3331","10-707",0,1.24,-5074.08248359283,3685.46532802116,"2020"
"3341","10-708",0,0.92,-5074.55401229165,3685.19673424778,"2020"
"335","10-709a",0,0.92,-5075.19718312452,3684.47484674171,"2020"
"3361","10-710",0,0.92,-5075.14704326168,3684.85534130403,"2020"
"337","10-711",0,0.92,-5075.52382316678,3684.53856337085,"2020"
"3391","10-713",0,0.77,-5076.66239307936,3683.6374837061,"2020"
"340","10-714",0,0.77,-5076.88888392235,3683.66764909714,"2020"
"341","10-716",0,0.77,-5077.5761238413,3683.01671057796,"2020"
"3431","10-724",0,1.62,-5066.19213508786,3689.08905373719,"2020"
"3451","10-728",0,1.44,-5067.49929509705,3689.1715349438,"2020"
"3461","10-729",0,1.44,-5066.70559773281,3689.17390923402,"2020"
"3472","10-730",0,1.62,-5066.43414103988,3689.10425684074,"2020"
"3481","10-732",0,1.29,-5068.2839513863,3688.93741920238,"2020"
"349","10-733",0,1.23,-5068.26566491631,3689.26282506689,"2020"
"3501","10-734",0,1.29,-5068.68566672296,3688.81070376231,"2020"
"3521","10-741",0,1.29,-5069.20856048568,3688.61299624576,"2020"
"3531","10-744",0,1.23,-5070.03843197341,3688.50865752704,"2020"
"354","10-744a",0,1.23,-5070.25902750483,3687.92569505959,"2020"
"355","10-749",0,1.56,-5062.30148324937,3690.82142722457,"2020"
"356","10-752",0,1.56,-5062.36798072999,3690.12867392394,"2020"
"3571","10-755",0,1.62,-5064.82333288189,3689.89456150414,"2020"
"358","10-756",0,1.52,-5064.47874953148,3688.92103167007,"2020"
"359","10-757",0,1.52,-5065.00007296617,3688.80733419484,"2020"
"360","10-762",0,1.56,-5061.29831320309,3689.72462478195,"2020"
"361","10-762c",0,1.56,-5062.80270151429,3687.86940578406,"2020"
"362","10-763",0,1.56,-5061.72621935614,3689.52247822049,"2020"
"363","10-764",0,1.58,-5061.73778286622,3688.7486315767,"2020"
"364","10-765",0,1.58,-5061.25910607804,3688.48649037525,"2020"
"365","10-766",0,1.56,-5062.23509999643,3689.20601596284,"2020"
"3684","11-001",1,9.25,-4993.79784036737,3764.46258891215,"2020"
"3734","11-025",0,9.78,-4999.33833154809,3754.97455370121,"2020"
"3744","11-026",1,9.66,-4994.06411809338,3760.56426005796,"2020"
"3752","11-034",0,10.25,-4998.27930942754,3752.81344068132,"2020"
"3764","11-035",1,10.05,-4993.51801844106,3758.7881959638,"2020"
"377","11-036",0,10.06,-5004.41323024141,3744.11031371222,"2020"
"379","11-039",0,9.95,-5007.31548607367,3738.16783387272,"2020"
"380","11-040",0,10.19,-4999.77626138533,3747.16228545145,"2020"
"381","11-042",0,10.25,-5002.41013469978,3742.7883016554,"2020"
"382","11-046",1,9.64,-4997.41395463937,3748.57909812915,"2020"
"383","11-047",0,9.64,-4997.11782756546,3748.1552685363,"2020"
"384","11-050",1,9.9,-4998.64206597223,3744.81973675646,"2020"
"3871","11-054",1,9.85,-4998.01144818352,3743.64923152975,"2020"
"3884","11-055",0,9.38,-4989.29027266235,3754.24263284637,"2020"
"390","11-058",0,9.61,-4994.69196787493,3746.75351542884,"2020"
"3911","11-059",1,9.98,-4996.76627456401,3743.93391909463,"2020"
"3921","11-060",1,9.47,-4991.20327762568,3750.88762700973,"2020"
"3934","11-061",1,9.38,-4988.75999178231,3753.84361755994,"2020"
"3943","11-062",1,9.38,-4987.76371652512,3754.96040769359,"2020"
"3962","11-073",0,4.92,-5055.01051913893,3671.90064074814,"2020"
"3971","11-074",0,4.73,-5054.18487248922,3672.57584945456,"2020"
"3981","11-075",0,4.73,-5053.08169968704,3674.0777759156,"2020"
"3991","11-076",0,5.02,-5052.93553665951,3673.76173501885,"2020"
"4001","11-077",0,5.02,-5051.52643133593,3675.21369304462,"2020"
"4011","11-081",0,5.02,-5050.69535914307,3675.39492584674,"2020"
"4021","11-082",0,4.88,-5050.26656286138,3675.70013312854,"2020"
"4031","11-083",0,4.88,-5050.94769555169,3674.57261754553,"2020"
"4041","11-087b",0,4.88,-5050.44052421619,3674.87836283701,"2020"
"4051","11-088",0,4.88,-5050.29198489556,3674.6447714927,"2020"
"4061","11-089b",0,4.88,-5050.03778631852,3674.65932538547,"2020"
"4072","11-091",0,4.88,-5049.99647316406,3674.42557525438,"2020"
"4081","11-094",0,5.5,-5050.10538395343,3673.8405463927,"2020"
"4091","11-095",0,5.5,-5050.32373940123,3673.37614833281,"2020"
"4101","11-096",0,5.5,-5050.58472992226,3672.8256626137,"2020"
"4111","11-097",0,5.5,-5050.41570854227,3672.82403516689,"2020"
"4121","11-102",0,5.75,-5049.36748117036,3672.92734577426,"2020"
"413","11-107",0,6.07,-5052.3631655034,3668.3417241298,"2020"
"414","11-108",0,6.5,-5044.81789411039,3678.61770676052,"2020"
"4151","11-109a",0,6.5,-5046.05479111324,3676.38767945828,"2020"
"4161","11-109b",0,6.5,-5047.59966355928,3674.62072291343,"2020"
"4171","11-110",0,6.86,-5041.85211771301,3682.22925072063,"2020"
"4181","11-112",0,4.63,-5058.88995585958,3675.77660212121,"2020"
"4192","11-113",0,4.75,-5059.98350831775,3673.95685584499,"2020"
"4202","11-114",0,4.75,-5060.14171253999,3673.38848790355,"2020"
"4212","11-115",0,4.87,-5060.75650674307,3672.32859075765,"2020"
"4222","11-116",0,4.87,-5060.96784487413,3671.51710346167,"2020"
"4232","11-117",0,5.17,-5060.58655482063,3670.79618590552,"2020"
"4252","11-119",0,5.29,-5060.77197935008,3668.98518387364,"2020"
"4262","11-120",0,5.38,-5060.19040961439,3668.34973150745,"2020"
"4302","11-125",0,5.01,-5059.21667645962,3666.88535851904,"2020"
"4311","11-126a",0,4.92,-5055.77350887775,3671.54788388821,"2020"
"4322","11-126b",0,4.92,-5056.04589755125,3670.96212401151,"2020"
"4341","11-128",0,4.92,-5056.88803770835,3669.43103785323,"2020"
"4352","11-129",0,4.92,-5057.57401645151,3668.59656721116,"2020"
"436","11-130",0,5.42,-5054.56949117706,3667.20809406342,"2020"
"437","11-131",0,6.21,-5055.35665320077,3663.51273096614,"2020"
"4403","11-136",1,8.35,-4980.24780284359,3761.06887036959,"2020"
"4411","11-137",1,8.18,-4977.19223321112,3763.20300098754,"2020"
"4423","11-138",0,8.39,-4981.19438029307,3754.96175298383,"2020"
"4433","11-139",0,7.96,-4979.34099993824,3756.29170063293,"2020"
"448","11-144",1,7.27,-4972.94861793516,3763.96734175533,"2020"
"4501","11-147",0,7.41,-4973.93761088124,3761.73736259773,"2020"
"453","11-154",1,9.48,-4990.99641955913,3749.82337456396,"2020"
"454","11-155",0,10.01,-4997.04115025128,3741.2711256178,"2020"
"456","11-158",1,9.94,-4999.69548500718,3735.9140858139,"2020"
"457","11-159",1,10.03,-4996.03750301413,3740.43451506511,"2020"
"4583","11-161",1,9.08,-4984.83863858405,3754.98215344243,"2020"
"459","11-162",1,10.15,-5003.11036714711,3730.45105911248,"2020"
"4693","11-181",1,9.34,-4991.81727579185,3733.33266366776,"2020"
"4751","11-186",1,9.27,-4995.27760088692,3727.43488969698,"2020"
"4761","11-187",1,9.27,-4994.94584337484,3727.49583404957,"2020"
"4772","11-188",1,9.27,-4996.01533662666,3726.13600321793,"2020"
"4814","11-191",1,9.27,-4994.07172864604,3727.89343147333,"2020"
"4852","11-197",0,7.21,-5042.15015430779,3680.92958530301,"2020"
"4862","11-201",0,7.21,-5041.6794652722,3680.92765460762,"2020"
"4871","11-202",0,7.21,-5042.48947562104,3679.97119333927,"2020"
"4882","11-203",0,7.21,-5040.81798148638,3681.76633566574,"2020"
"4892","11-204",0,7.22,-5041.21056196934,3680.83026736098,"2020"
"4902","11-208a",0,7.22,-5040.85178010513,3681.00466711958,"2020"
"491","11-208b",0,7.22,-5040.95065857497,3680.66518347684,"2020"
"4921","11-210a",0,7.22,-5041.10248828915,3680.24918797946,"2020"
"493","11-210b",0,7.22,-5041.4707050522,3679.65574489467,"2020"
"4942","11-212",0,7.22,-5039.8319548384,3681.13261404439,"2020"
"4952","11-215",0,7.47,-5040.70826909503,3678.4984287269,"2020"
"4982","11-223",0,7.69,-5039.15030776487,3675.30733173325,"2020"
"4992","11-224",0,7.69,-5037.29959268468,3677.384478243,"2020"
"5002","11-225",0,7.69,-5037.12539967767,3677.24289180596,"2020"
"5022","11-227",0,7.33,-5036.51565555599,3677.40444667444,"2020"
"5032","11-228",0,8.04,-5043.31059708549,3668.33674973067,"2020"
"5042","11-229a",0,7.33,-5035.6241148212,3677.96038480917,"2020"
"5052","11-229b",0,7.4,-5034.43055220047,3678.88179846504,"2020"
"5082","11-232",0,7.16,-5033.66293693165,3678.92964513571,"2020"
"5092","11-236",0,7.16,-5032.880243676,3678.939533922,"2020"
"5122","11-238",0,6.75,-5033.56085319282,3676.86053774337,"2020"
"5132","11-239",0,6.68,-5034.03633638218,3675.17891034904,"2020"
"5152","11-241",0,6.68,-5034.57465218475,3673.41426009491,"2020"
"5162","11-242",0,7.1,-5035.62893567873,3671.42427930745,"2020"
"5181","11-244a",0,8.36,-5048.66978454627,3665.60464948815,"2020"
"5191","11-244b",0,9.12,-5050.22662788715,3659.74173803269,"2020"
"5202","11-244c",0,8.11,-5045.46411937414,3666.0624615221,"2020"
"523","11-283",0,7.47,-5041.57127381641,3677.24372380313,"2020"
"524","11-290",0,5.75,-5050.23555271229,3671.44920328298,"2020"
"5253","12-001",1,9.05,-4995.93154197506,3723.85219884029,"2020"
"5271","12-003a",1,7.55,-5006.10107795292,3707.3826019952,"2020"
"528","12-003b",0,7.91,-4997.72503030461,3718.18933138026,"2020"
"5294","12-004",1,8.81,-4992.02629778637,3726.36659151575,"2020"
"5301","12-005",1,8.19,-4988.82941016427,3729.60666711083,"2020"
"5314","12-006",1,8.41,-4991.92872762557,3724.93598812776,"2020"
"5324","12-007",1,7.91,-4998.42177718431,3716.21854506869,"2020"
"533","12-009",1,7.99,-4981.25794806983,3735.59807257548,"2020"
"5343","12-010",1,7.18,-4990.88531590243,3722.80216780477,"2020"
"5352","12-011",1,7.56,-4985.81547332392,3729.1400611955,"2020"
"5362","12-012",0,7.37,-4987.67370376854,3726.24808495805,"2020"
"5372","12-013",1,7.18,-4990.28567348709,3722.95272475591,"2020"
"5383","12-014",1,7.24,-4991.35037352322,3720.53466716358,"2020"
"5393","12-016a",1,6.3,-4999.26865330509,3708.29855089424,"2020"
"5421","12-018",1,7.86,-4983.95318138785,3728.84847632588,"2020"
"5462","12-027a",1,5.54,-4998.94212584645,3702.25204958741,"2020"
"5481","12-028",0,7.1,-5035.7878500132,3671.14789879465,"2020"
"5492","12-029",0,7.1,-5035.96124262815,3670.85731068629,"2020"
"5512","12-031",0,7.17,-5036.61450668619,3669.65150273619,"2020"
"5522","12-032",0,7.57,-5038.35849387451,3666.55699464527,"2020"
"5532","12-033",0,6.11,-5031.245344312,3675.84924154825,"2020"
"5542","12-034",0,6.45,-5032.69090641356,3673.68917166262,"2020"
"5552","12-035",0,6.45,-5034.12016834913,3671.40439707852,"2020"
"5562","12-036",0,6.11,-5030.11383285105,3677.09003144245,"2020"
"5573","12-037",0,7.82,-5038.19544204509,3664.49514741798,"2020"
"5582","12-038a",0,7.13,-5034.79078656237,3670.19508161459,"2020"
"5602","12-038c",0,7.13,-5035.7175712544,3668.64496267183,"2020"
"5612","12-039",0,5.88,-5028.96231781926,3678.27888492524,"2020"
"5622","12-040",0,5.88,-5028.17596752381,3678.53426477121,"2020"
"5632","12-042",0,5.88,-5027.25415566266,3678.89382928287,"2020"
"5642","12-043a",0,5.73,-5027.0601546596,3678.17635051084,"2020"
"5652","12-043b",0,5.73,-5026.78005969496,3677.58294538443,"2020"
"5662","12-046",0,5.71,-5025.90375220229,3677.71031598961,"2020"
"5672","12-048",0,5.58,-5023.9019410192,3679.55409682555,"2020"
"5682","12-051",0,5.59,-5024.51128265191,3678.15240610131,"2020"
"569","12-052a",0,6.77,-5028.01170139483,3672.81526337056,"2020"
"5712","12-053",0,5.91,-5025.83836734416,3675.77207943772,"2020"
"5753","12-056",0,7.73,-5031.39441729689,3666.26667175731,"2020"
"5762","12-058",0,6.43,-5024.09328175677,3673.4402718287,"2020"
"5772","12-059",0,4.75,-5021.34124916555,3676.24680748031,"2020"
"5782","12-061",0,4.75,-5018.75723291045,3678.95357850821,"2020"
"5791","12-062",0,3.71,-5017.59114793911,3679.43840494079,"2020"
"5802","12-068",0,4.85,-5017.37181521731,3678.71660546397,"2020"
"5812","12-069",0,4.98,-5017.55424591515,3677.3096547861,"2020"
"5832","12-071",0,4.98,-5017.65967405039,3676.22237624284,"2020"
"5841","12-072",1,6.63,-4992.50896930706,3709.10014578483,"2020"
"5911","12-085",0,6.4,-4993.81980647287,3697.69228343337,"2020"
"5923","12-086",0,6.4,-4992.35372602376,3698.70478711785,"2020"
"5933","12-088",0,7.03,-4988.86717978679,3703.3333570573,"2020"
"5942","12-089",0,6.4,-4993.5984968513,3696.82218986754,"2020"
"5952","12-094",0,5.16,-5018.20418103168,3673.61551801227,"2020"
"5972","12-098",0,5.24,-5017.32554297679,3672.86753146351,"2020"
"5981","12-100",0,4.47,-5011.54561767193,3679.43191552245,"2020"
"5992","12-101",0,6.18,-5018.03294798149,3671.19581039167,"2020"
"6012","12-104",0,5.95,-5018.93914595381,3668.50680295671,"2020"
"6032","12-107",0,5.88,-5018.5118938454,3667.02589038947,"2020"
"604","12-108",0,5.88,-5016.31745696298,3669.56347481928,"2020"
"6052","12-110",0,5.65,-5015.93168907937,3669.69347274661,"2020"
"6062","12-111",0,5.65,-5015.44033489134,3669.68462827525,"2020"
"6074","12-112",0,4.8,-5002.96688535488,3687.15753291782,"2020"
"6081","12-113",0,4.56,-5013.96352445177,3670.69565719201,"2020"
"6092","12-114",0,5.89,-5015.08321291794,3668.68719920509,"2020"
"6104","12-115",0,5,-5001.78250053964,3686.28464818893,"2020"
"6112","12-116",0,5.89,-5013.58814265753,3669.06127006698,"2020"
"6123","12-118",0,5.77,-5015.34615546331,3665.30485343861,"2020"
"6152","12-127",0,5.36,-5012.78390596432,3666.13426707155,"2020"
"6163","12-129",0,4.8,-4998.85949380221,3685.37149115918,"2020"
"6203","12-134",0,5.52,-5012.06776996237,3665.36467874954,"2020"
"6232","12-137",0,5.67,-5011.90538144344,3664.32003743192,"2020"
"6253","12-143",0,6.07,-5012.7245364021,3661.75483609469,"2020"
"6273","13-002",0,6.03,-5012.35008479419,3661.24182487351,"2020"
"6284","13-005",0,6.03,-5013.04280398838,3659.59646939476,"2020"
"6292","13-006",1,4.51,-4997.3920658162,3680.86421483631,"2020"
"6342","13-014",0,4.31,-5001.36330483911,3674.24639310749,"2020"
"6351","13-015",0,6.25,-5014.09985644908,3656.62346353515,"2020"
"6392","13-022",0,4.67,-4998.0164891025,3677.06970993004,"2020"
"6401","13-024",0,5.12,-4996.1718529712,3677.83342097555,"2020"
"6412","13-026",1,4.98,-4996.97719783429,3676.16557198787,"2020"
"6433","13-028",0,6.75,-5016.11170287364,3651.11117042256,"2020"
"6462","13-032",0,5.79,-4998.46498921387,3672.4717751399,"2020"
"6482","13-036",0,5.99,-5000.64454616192,3668.0394836053,"2020"
"6493","13-040",0,5.71,-5012.8052712385,3650.0424217094,"2020"
"6502","13-041",0,6.14,-4996.93338585781,3671.47754594202,"2020"
"6531","13-050a",0,6.82,-5013.79634913542,3646.29748535407,"2020"
"6553","13-052",0,5.83,-4998.3505218977,3667.49525218342,"2020"
"6573","13-055",0,6.03,-5001.58775741822,3662.75458075608,"2020"
"6583","13-056",0,6.05,-5011.98520611898,3646.93772536423,"2020"
"6602","13-060",0,6.2,-4997.67706140537,3664.36044968702,"2020"
"6613","13-061a",0,6.03,-5012.28817268085,3645.01488528186,"2020"
"6622","13-061b",0,6.03,-5011.88276643537,3644.56707826507,"2020"
"6632","13-061c",0,6.03,-5011.61605874776,3644.16493013775,"2020"
"6642","13-063",0,6.18,-5001.67783767384,3658.6230593144,"2020"
"6662","13-072",0,6.92,-4995.45408339748,3664.35289901198,"2020"
"6672","13-074",0,7.68,-5015.63875480217,3637.03864278723,"2020"
"6693","13-076",0,6.8,-4998.42702272998,3658.3503560936,"2020"
"6713","13-078",0,6.71,-5003.79375193651,3646.15467274939,"2020"
"6722","13-079c",0,6.71,-5003.72639120312,3647.72777839431,"2020"
"6752","13-087",0,7.06,-4996.02277109697,3651.45854826935,"2020"
"6763","13-088",0,6.49,-5001.03107913261,3645.47724207356,"2020"
"6771","13-089",0,6.27,-5003.0815126744,3641.93057402071,"2020"
"6792","13-093b",0,5.97,-5003.87204437487,3640.63887193255,"2020"
"6802","13-093c",0,5.97,-5004.83887292321,3638.97214578345,"2020"
"6833","13-108",0,5.45,-4999.92239596011,3639.32735004241,"2020"
"6862","13-116",0,7.37,-5016.64225687346,3632.81914786004,"2020"
"6871","13-117a",0,7.48,-5016.19680494921,3631.22805603091,"2020"
"6882","13-117b",0,7.11,-5015.78895415487,3631.40099313294,"2020"
"6892","13-118a",0,7.74,-5015.77772303882,3630.29566070978,"2020"
"6902","13-119",0,7.85,-5018.63333216328,3624.07354529301,"2020"
"6912","13-120",0,7.42,-5021.84472431411,3616.89451385309,"2020"
"6922","13-121",0,7.39,-5022.79062413926,3613.62184015974,"2020"
"6932","13-122",0,5.39,-5005.97643209397,3633.34077054332,"2020"
"694","13-124",0,6.23,-5009.31933218421,3628.97047657064,"2020"
"6952","13-125",0,7.26,-5023.73560413759,3608.41873223852,"2020"
"6962","13-127",0,6.78,-5025.38154862391,3603.57690429256,"2020"
"6972","13-129",0,5.8,-5027.49506970691,3599.19001306792,"2020"
"6982","13-130",0,6.3,-5030.32540458297,3594.08252505593,"2020"
"6992","13-131",0,6.76,-5038.15080390169,3583.8181606521,"2020"
"7002","13-133",0,6.21,-5034.2722446021,3588.26024374017,"2020"
"7023","14-003",1,5.18,-4999.65754439449,3635.1314847151,"2020"
"7033","14-006",1,4.87,-4990.55514881003,3645.1281617158,"2020"
"7043","14-008",1,4.79,-4993.80989436511,3640.04842703847,"2020"
"7073","14-016",0,6.41,-5008.54640525746,3624.250768768,"2020"
"7083","14-017",1,5.22,-5014.78887532393,3611.45975554527,"2020"
"7092","14-018",1,4.89,-5019.16723287705,3603.98059846369,"2020"
"7123","14-022",1,4.14,-4998.29620555891,3631.6109808173,"2020"
"7171","14-026e",1,4.28,-5011.28517813701,3612.06268716074,"2020"
"7191","14-028",0,6.35,-5043.49003028029,3566.35840060299,"2020"
"7252","14-034",0,6.52,-5046.68083151101,3566.93763743006,"2020"
"7263","14-038",1,5.25,-5031.55743419683,3585.71500836074,"2020"
"7273","14-039",0,6.47,-5038.24597700076,3573.45923499055,"2020"
"7312","14-045",0,5.31,-5052.66051531624,3552.13164581834,"2020"
"7322","14-047",0,5.71,-5054.64905383984,3548.73647292841,"2020"
"7342","14-049",0,6.11,-5056.19296745844,3545.86359396889,"2020"
"7362","14-051",0,6.32,-5042.33805673348,3564.93356886273,"2020"
"7383","14-053",0,5.16,-5043.8790171666,3559.38472217061,"2020"
"7403","14-055",0,5.58,-5040.61316846134,3563.64361200031,"2020"
"7413","14-061",0,4.78,-5040.75707192964,3561.40424741697,"2020"
"742","14-062",0,3.78,-5053.02817169491,3543.25473045591,"2020"
"7434","14-063",0,3.72,-5051.31498534088,3543.54259935059,"2020"
"7443","14-064",0,4.02,-5047.51323971332,3548.65753612592,"2020"
"7452","14-065",1,3.95,-5042.59758403367,3555.67275900067,"2020"
"7522","14-073",0,6.72,-5058.77034808375,3541.84782141894,"2020"
"7532","14-074",0,6.28,-5062.02900511006,3535.55394262425,"2020"
"7542","14-075",0,7.39,-5067.53467771879,3526.62606086383,"2020"
"7552","14-077a",0,6.8,-5071.41788637216,3519.86447191763,"2020"
"7562","14-078",0,7.39,-5073.23333671465,3515.81803650025,"2020"
"7572","14-079",0,7.44,-5076.92455315133,3508.7098490829,"2020"
"758","14-080",0,3.81,-5056.78286000047,3538.41968953549,"2020"
"7592","14-081",0,3.81,-5057.05186875371,3536.38153860927,"2020"
"7603","14-082",0,3.62,-5060.57519154063,3530.30536431414,"2020"
"762","14-084",0,3.59,-5056.58774214137,3534.87400569472,"2020"
"7634","14-085",0,7.44,-5078.91712149357,3502.40157643041,"2020"
"7644","14-086",0,7.76,-5083.19183255501,3496.19460600076,"2020"
"7651","14-087",0,3.61,-5054.77797349497,3536.00220430221,"2020"
"7663","14-088",0,4.12,-5067.27341593179,3519.03801246688,"2020"
"7674","14-089",0,7.61,-5085.70423063246,3490.08351485802,"2020"
"7682","14-090",0,3.62,-5050.70782744839,3540.77104627264,"2020"
"7712","14-094",1,4.27,-5050.4873141537,3539.82402013248,"2020"
"7721","14-096",1,5.36,-5042.7794634389,3549.90896236335,"2020"
"7732","14-097",1,4.27,-5051.08693376777,3538.07830786077,"2020"
"774","14-098a",1,4.94,-5046.8132250108,3544.11008749981,"2020"
"7751","14-099",1,5.36,-5043.46013858155,3548.52433982428,"2020"
"7761","14-101",1,5.17,-5045.50411803456,3545.3560240668,"2020"
"7771","14-102",1,6.09,-5044.30545955884,3546.6110876613,"2020"
"7851","14-109",0,3.96,-5062.2218323208,3523.75720820698,"2020"
"7871","14-114",0,6.68,-5079.19867975141,3492.14126564019,"2020"
"7882","14-115",0,4.57,-5064.29486249813,3513.226354481,"2020"
"7892","14-116a",0,5.3,-5076.52727460166,3495.52752848125,"2020"
"7903","14-116b",0,5.98,-5077.7473784966,3493.75491875371,"2020"
"7912","14-116c",0,5.98,-5077.28339316207,3493.43567265423,"2020"
"7923","14-116d",0,5.3,-5075.89104627972,3495.18112071954,"2020"
"7932","14-118",0,5.06,-5071.09351642439,3500.92562186923,"2020"
"7953","14-120a",1,5.12,-5058.99200093779,3517.40040824235,"2020"
"7972","14-120c",1,5.12,-5058.377469055,3518.2841099054,"2020"
"7981","14-120d",1,5.12,-5059.6844372056,3516.83252665745,"2020"
"7992","14-120e",1,5.16,-5060.51323793808,3516.6330458393,"2020"
"8002","14-120f",1,5.12,-5059.22405848388,3517.56175249971,"2020"
"8011","14-120h",1,5.12,-5058.95164286736,3518.06788739967,"2020"
"802","14-120j",1,5.16,-5059.81016055341,3515.56108767213,"2020"
"8051","14-123",0,4.94,-5068.36094413021,3502.2370126032,"2020"
"8081","14-126",0,5.27,-5067.13438450573,3502.83912878088,"2020"
"8132","14-132b",0,5.4,-5076.55609696889,3485.19975700696,"2020"
"8142","14-133",1,4.91,-5074.10190988671,3486.03051832294,"2020"
"8163","14-135",1,4.49,-5071.80391398458,3488.36205102526,"2020"
"8174","14-137",0,7.72,-5087.59774984132,3484.85581627135,"2020"
"8183","14-138",0,8.11,-5088.26697074381,3481.40152856799,"2020"
"8193","14-139",0,7.87,-5088.9300931385,3477.9448464179,"2020"
"8213","14-143",0,6.57,-5078.32433073182,3488.93142338726,"2020"
"8232","14-146",0,8.27,-5087.70952009698,3470.84279964723,"2020"
"8243","14-147a",0,5.93,-5077.06306406062,3486.75952274253,"2020"
"8253","14-147b",0,5.93,-5077.29743926074,3486.92048390268,"2020"
"8282","14-151",0,7.78,-5085.02896401909,3470.07195915038,"2020"
"8292","14-152",0,7.78,-5084.18617172338,3470.79874053706,"2020"
"8301","14-153a",0,7.63,-5084.32028237062,3469.56441673225,"2020"
"8324","14-154",0,7.63,-5083.97488349355,3468.05291853908,"2020"
"8334","15-002",1,3.44,-5067.47411843448,3490.59710736111,"2020"
"8382","15-009",0,2.13,-5067.4237766155,3483.2267474833,"2020"
"8394","15-012",1,0.49,-5057.492742951,3485.02454641787,"2020"
"8403","15-013",1,0.49,-5055.42231220156,3484.89865759571,"2020"
"8422","15-017a",0,7.4,-5082.68119142811,3467.69807265837,"2020"
"8433","15-018",0,3.78,-5072.2372858227,3482.14333451283,"2020"
"8444","15-019",1,5.04,-5074.66752990468,3478.60068802288,"2020"
"8463","15-021a",0,8.01,-5083.28796130798,3464.70873789552,"2020"
"8472","15-022",0,6.15,-5077.55019974099,3471.93330550933,"2020"
"8484","15-024",0,3.31,-5073.12441017293,3476.2422327105,"2020"
"8493","15-026",0,6.61,-5081.41463386476,3460.77477338389,"2020"
"8514","15-028",0,2.48,-5070.23004820178,3476.86093025732,"2020"
"8542","15-031",1,2.48,-5070.47979369298,3474.43006987876,"2020"
"8554","15-032",0,6.11,-5080.04020772245,3458.87626215329,"2020"
"8562","15-033",1,2.3,-5069.24196352665,3474.12160313855,"2020"
"8572","15-034",0,6.91,-5080.02353029101,3457.10088462795,"2020"
"8581","15-035",0,2.75,-5072.42136314774,3467.96054784866,"2020"
"8591","15-036",0,2.75,-5072.78362633554,3466.90981155253,"2020"
"8603","15-038",0,6.83,-5079.8871917807,3454.66104144588,"2020"
"8613","15-039",0,1.27,-5067.81648808545,3472.60510075067,"2020"
"8623","15-043",1,0.94,-5061.84581823279,3477.7829903892,"2020"
"8643","15-046",0,6.69,-5079.25981395788,3451.97376351038,"2020"
"8672","15-049",0,0.79,-5060.06424077292,3477.33069971998,"2020"
"8683","15-050",0,7.43,-5078.14432538158,3450.66605638079,"2020"
"8813","15-071a",1,0.8,-5061.4337216371,3473.89169763072,"2020"
