"","ReefID","bin.score","DHW","X","Y","year"
"1098","18-100a",0,6.52,-5097.03657324057,3216.61683900944,"2002"
"11001","18-101",1,6.26,-5109.38747554238,3197.66074937767,"2002"
"11061","18-118",1,6.39,-5114.54259316005,3185.99968435416,"2002"
"1110","19-003",0,6.8,-5028.43253470278,3314.45418657777,"2002"
"1111","19-004",0,6.8,-5027.22501936955,3316.51671991972,"2002"
"1114","19-009a",1,7.29,-5036.16091253234,3293.69979729578,"2002"
"11151","19-009b",0,7.29,-5038.28566463647,3290.68510201909,"2002"
"11161","19-009c",0,7.29,-5039.73908967734,3289.1266855966,"2002"
"1117","19-009d",0,7.29,-5041.53212020353,3288.88226706132,"2002"
"1118","19-009e",0,7.29,-5041.75858081199,3288.88448785376,"2002"
"1119","19-009g",0,7.29,-5038.58804375227,3293.93862513144,"2002"
"11211","19-010",0,7.29,-5037.09900326285,3291.16561704913,"2002"
"11221","19-011",0,7.29,-5035.06922878712,3293.60227786206,"2002"
"11271","19-024",1,5.93,-5114.06007003761,3181.98366220026,"2002"
"11281","19-025",1,6.19,-5125.6886042714,3163.21778550019,"2002"
"1130","19-027",1,6.19,-5124.19409126659,3163.52228336179,"2002"
"1135","19-034",1,6.19,-5121.31931193742,3164.66996883916,"2002"
"11371","19-038b",0,6.19,-5124.04085386207,3154.79645947516,"2002"
"1138","19-038c",1,6.19,-5121.42707602967,3161.49377929944,"2002"
"11411","19-044",1,6.36,-5119.27070041132,3155.5571306542,"2002"
"11421","19-045",1,6.82,-5103.7199689515,3179.2579519931,"2002"
"11431","19-046",1,6.36,-5122.41852116802,3147.63775278524,"2002"
"11451","19-048",1,6.82,-5101.46036266933,3176.61537804076,"2002"
"11511","19-054",0,6.38,-5131.89453693725,3139.90383985908,"2002"
"1154","19-061",1,6.8,-5151.49584335178,3107.27489588418,"2002"
"11551","19-063a",0,6.58,-5135.25709577975,3130.88423959512,"2002"
"11601","19-071",0,6.58,-5131.54751446319,3124.93824414585,"2002"
"11631","19-072c",0,7.82,-5133.68860818464,3116.4241630857,"2002"
"1167","19-074b",0,6.25,-5141.80428212444,3107.47194682384,"2002"
"11691","19-076",0,6.25,-5142.68843025298,3102.26873240491,"2002"
"1171","19-082",0,5.94,-5155.8288837958,3091.64752109061,"2002"
"11731","19-096",0,5.94,-5157.88744268498,3078.37976252939,"2002"
"1174","19-097",0,5.94,-5150.53305546771,3088.8784314349,"2002"
"1175","19-098",0,5.57,-5154.23460880745,3082.124374856,"2002"
"11771","19-100",1,7.16,-5072.45047234634,3200.47790062467,"2002"
"11781","19-101",1,8.04,-5072.37397191944,3199.19265323691,"2002"
"11791","19-102",1,9.74,-5075.47330477326,3185.07307823708,"2002"
"11801","19-103",0,7.8,-5105.59743468507,3145.89989962618,"2002"
"11821","19-106",1,9.74,-5097.55924241159,3140.94703199612,"2002"
"11831","19-107",0,6.69,-5145.7420756221,3094.31946321423,"2002"
"11851","19-109a",0,6.69,-5143.26239544797,3097.71874258268,"2002"
"1192","19-116",0,4.38,-5161.10100713478,3067.48675008785,"2002"
"1193","19-117",0,4.38,-5166.51295492489,3059.27826504823,"2002"
"1194","19-118",0,4.38,-5168.10691565259,3056.63539190104,"2002"
"1196","19-120",0,4.38,-5165.35802566919,3060.10699271282,"2002"
"12001","19-128",0,5.57,-5151.92076181451,3072.37974599725,"2002"
"12081","19-135",0,6.9,-5151.80692805629,3067.43886844887,"2002"
"12091","19-136a",0,6.9,-5148.90731432031,3069.36514203053,"2002"
"12111","19-137",0,6.9,-5141.60726087505,3080.84518788512,"2002"
"1212","19-139",0,4.28,-5178.45484269489,3040.09034809173,"2002"
"1213","19-141",0,4.28,-5177.86878922103,3038.10750482188,"2002"
"1214","19-146",0,4.28,-5178.12242426769,3033.79776955443,"2002"
"1215","19-147",0,4.28,-5179.35868849042,3030.2491500808,"2002"
"1216","19-148",0,4.83,-5185.57807428765,3021.82496294872,"2002"
"1217","19-149",0,4.28,-5182.98436587763,3025.57645133364,"2002"
"1218","19-151",0,4.83,-5189.34211817831,3014.22937543485,"2002"
"1219","19-152",0,4.83,-5190.29931399015,3011.47352920212,"2002"
"1223","19-159",0,4.83,-5191.79111338124,3006.36523185939,"2002"
"1225","19-167",0,4.83,-5193.55828242321,3001.20457650789,"2002"
"1228","19-176",0,4.83,-5192.58157310328,3000.94820395686,"2002"
"1229","19-178",0,4.83,-5191.00919538156,3002.1828485669,"2002"
"1233","19-195",0,4.91,-5184.29405904696,3005.72339496428,"2002"
"1256","20-003",1,10.73,-5100.99534071521,3130.06249110003,"2002"
"12571","20-004",1,10.73,-5091.22660423953,3146.86135851221,"2002"
"1258","20-005",1,10.73,-5089.6697345228,3147.61526353011,"2002"
"1259","20-009",1,10.73,-5090.90876111453,3144.46551060846,"2002"
"12601","20-010",1,10.73,-5101.42593185959,3127.38207181129,"2002"
"1261","20-011",1,10.73,-5091.20754300264,3142.48329167187,"2002"
"12621","20-012",1,10.18,-5110.46081892828,3116.99119175089,"2002"
"1263","20-013",1,10.18,-5110.741868561,3116.08146711036,"2002"
"12641","20-014",1,9.39,-5123.46114083026,3091.88921955397,"2002"
"1266","20-015a",1,10.18,-5104.43062288051,3123.45145681552,"2002"
"1267","20-017",0,9.39,-5123.22009098865,3091.36586577587,"2002"
"1268","20-019",1,9.39,-5122.23218602076,3092.48377597599,"2002"
"1269","20-020",1,10.18,-5107.15231710252,3116.53164360976,"2002"
"12711","20-022",1,10.18,-5109.15990256502,3112.52870157291,"2002"
"1272","20-024",1,10.18,-5112.7643178948,3106.83466828009,"2002"
"12731","20-027",1,10.18,-5106.33311856372,3115.69577031141,"2002"
"1275","20-028b",1,9.39,-5122.85200527574,3086.43918085146,"2002"
"1277","20-028f",0,9.39,-5124.24052274277,3090.56330407933,"2002"
"12781","20-028g",1,9.39,-5125.61811457082,3088.31215248317,"2002"
"12791","20-028h",1,9.39,-5126.69604206615,3086.52242821189,"2002"
"12801","20-030",1,10.18,-5105.67943354932,3115.29691587179,"2002"
"12811","20-033",1,9.39,-5114.22506339913,3096.06517871173,"2002"
"12821","20-034",1,9.91,-5114.31845532107,3093.68224233583,"2002"
"12831","20-035",1,9.91,-5112.90871674118,3095.26828475414,"2002"
"1284","20-041a",1,9.39,-5124.35024490384,3081.43532875524,"2002"
"1288","20-057a",1,9.91,-5118.34563294261,3079.94637860217,"2002"
"12891","20-058",1,9.91,-5116.73649938746,3082.96075885779,"2002"
"12971","20-067a",0,8.45,-5127.72108249236,3077.39273860722,"2002"
"12991","20-068",0,8.45,-5126.64634243473,3079.18282131309,"2002"
"1305","20-077",0,9.39,-5127.54190760531,3070.90115794547,"2002"
"1307","20-078b",0,9.39,-5126.84857789725,3071.1909805861,"2002"
"1312","20-082",0,9.39,-5125.74932163753,3070.89791521503,"2002"
"1313","20-085",1,9.39,-5120.10481284919,3073.32824371677,"2002"
"1314","20-086",1,9.39,-5118.16933981639,3074.51800750356,"2002"
"1315","20-087",1,9.39,-5118.82671792703,3073.60887064926,"2002"
"13161","20-089",1,8.45,-5130.19749471031,3074.00846905383,"2002"
"1317","20-090c",0,9.39,-5119.21941387003,3070.06195778701,"2002"
"1319","20-095",1,9.39,-5118.32610839508,3070.69576827479,"2002"
"1322","20-098",0,9.39,-5118.61823965393,3068.89712580784,"2002"
"1332","20-106",0,5.11,-5180.95308886041,2997.28956482984,"2002"
"1333","20-109",0,5.11,-5178.87474969806,2998.3997190575,"2002"
"1334","20-110",0,5.11,-5177.63273646868,2997.96418682096,"2002"
"13351","20-112",0,5.11,-5177.27526417777,2996.33424200474,"2002"
"1341","20-127",0,4.75,-5197.84496980093,2962.3951745111,"2002"
"13431","20-129",1,4.8,-5182.58825964115,2982.52790689002,"2002"
"1344","20-130",0,4.75,-5197.94017445471,2956.71013145563,"2002"
"1345","20-131",0,4.75,-5203.07457361831,2950.3997817097,"2002"
"1346","20-132",0,4.75,-5202.63839724212,2947.08805075022,"2002"
"13471","20-134",0,4.89,-5179.96016915929,2978.60848385757,"2002"
"13481","20-135",0,4.89,-5180.17959632339,2975.12668548008,"2002"
"13491","20-136",1,4.89,-5176.72627921782,2980.35665618623,"2002"
"13501","20-137",1,4.89,-5178.28602865839,2977.64581060598,"2002"
"13511","20-138",0,4.89,-5183.47464506939,2968.60428011899,"2002"
"13531","20-142",0,4.89,-5183.86586919667,2964.0232664434,"2002"
"13541","20-143",0,4.89,-5182.18148446273,2963.06017139676,"2002"
"13551","20-146",0,4.03,-5184.08953471275,2958.1525884294,"2002"
"1356","20-167",0,4.07,-5202.58554876663,2942.24676543796,"2002"
"1357","20-172",0,4.07,-5204.33667426491,2937.19255364569,"2002"
"1358","20-179",0,4.07,-5206.24648387172,2932.15472793954,"2002"
"1361","20-185c",0,4.07,-5206.81941241964,2927.45476402219,"2002"
"1362","20-186",0,4.07,-5209.76373908984,2922.43788194142,"2002"
"1363","20-187",0,4.51,-5211.2604792554,2917.53095129584,"2002"
"1368","20-233",1,10.11,-5118.85073650327,3064.97924780216,"2002"
"13691","20-234",1,10.11,-5119.73223377523,3062.88291253059,"2002"
"13711","20-237b",0,10.11,-5116.29402499277,3057.18971470929,"2002"
"1372","20-238",1,10.11,-5118.43546897031,3061.59074394326,"2002"
"13771","20-248",1,10.11,-5117.83843046527,3056.90112787352,"2002"
"1378","20-252",1,10.11,-5116.76966271999,3057.61075345866,"2002"
"1381","20-257b",0,10.11,-5115.5737899845,3056.82029071004,"2002"
"1382","20-260",1,10.11,-5115.20074430665,3055.44579035885,"2002"
"1386","20-264",1,10.23,-5115.27778954931,3054.27576438919,"2002"
"13901","20-270b",1,8.93,-5118.81440368326,3042.95532493558,"2002"
"1392","20-277c",1,8.93,-5122.92951739246,3028.12773272042,"2002"
"13941","20-279b",1,8.93,-5123.53873919174,3026.43337777762,"2002"
"1395","20-279c",1,8.93,-5124.37504865042,3024.72062448609,"2002"
"1396","20-280",1,8.93,-5125.69377933567,3022.81781169359,"2002"
"14001","20-290",1,8.79,-5134.54925469037,3012.42143258696,"2002"
"14011","20-291",0,8.79,-5139.15233497911,2998.26658781531,"2002"
"14021","20-292",0,6.76,-5139.86853801372,2993.8774366793,"2002"
"14101","20-299c",0,4.84,-5186.72904142726,2939.29125612908,"2002"
"14121","20-301a",0,5.74,-5173.8657761245,2959.50485763247,"2002"
"14131","20-301b",0,4.84,-5177.64378047715,2954.47450292398,"2002"
"14151","20-304",0,4.84,-5184.84943120787,2937.031388937,"2002"
"1416","20-305",0,5.82,-5183.51244212046,2934.49638315411,"2002"
"1417","20-306",0,5.82,-5181.22999020122,2937.10846724396,"2002"
"1418","20-307",0,5.82,-5176.82563628206,2943.11237710189,"2002"
"1419","20-308",1,5.82,-5175.51272259085,2942.51357920061,"2002"
"14201","20-309",0,6.52,-5155.6381768564,2973.01098212275,"2002"
"14211","20-310",0,6.52,-5156.5090610377,2967.5195879329,"2002"
"1422","20-314",0,4.06,-5206.15338575763,2914.49332094359,"2002"
"1423","20-315a",0,4.32,-5194.81920017509,2931.84851429383,"2002"
"1425","20-318",0,4.06,-5205.59317157932,2912.42833642815,"2002"
"1428","20-326",0,4.06,-5204.99454567305,2908.67258259613,"2002"
"1429","20-327",0,4.06,-5207.8670244984,2904.21461138106,"2002"
"1430","20-335",0,4.06,-5207.38545898462,2901.2321861606,"2002"
"1431","20-337",0,4.06,-5204.22725967276,2904.48373554587,"2002"
"1432","20-339",0,4.06,-5205.90990084326,2899.04768509216,"2002"
"1435","20-341",0,4.06,-5202.96193469467,2905.38600864248,"2002"
"1436","20-342",0,4.45,-5207.97361129547,2892.04554502531,"2002"
"1438","20-349",0,5.49,-5186.32474281651,2919.58313337781,"2002"
"14401","20-351b",0,5.49,-5178.96352932554,2926.53805253194,"2002"
"1441","20-351c",0,6.99,-5177.47951364606,2926.5673188585,"2002"
"14421","20-352",0,5.49,-5186.63097432405,2915.36419507292,"2002"
"1446","20-369c",0,4.74,-5214.15088794959,2884.8656641895,"2002"
"1447","20-369d",0,4.74,-5214.20845945778,2884.20648590012,"2002"
"1448","20-370a",0,5.03,-5212.34668262889,2880.91652412747,"2002"
"14511","20-374",0,5.03,-5217.08075048842,2872.85875568817,"2002"
"1452","20-377",0,5.03,-5219.19831900346,2865.45189524633,"2002"
"14531","20-378a",0,5.03,-5219.15952665453,2863.32896672422,"2002"
"14561","20-382",0,6.06,-5222.00379954049,2858.96321539322,"2002"
"14581","20-385",0,6.06,-5220.21758287189,2855.61688600053,"2002"
"14611","20-388a",0,6.06,-5221.51180572312,2851.59125121806,"2002"
"14621","20-389",0,6.06,-5223.15166349733,2847.75544294338,"2002"
"1464","20-397",0,10.44,-5271.2511561488,2756.3699139406,"2002"
"14751","21-025",0,7.63,-5145.09287258337,2982.50673894398,"2002"
"14911","21-056a",0,6.99,-5175.51181650219,2926.97197118941,"2002"
"14921","21-056b",0,7.06,-5171.40089411089,2931.79862536165,"2002"
"14931","21-057",0,7.06,-5171.19319643187,2928.10418203344,"2002"
"1503","21-070",0,6.39,-5186.70384749807,2900.06297432716,"2002"
"1504","21-071",0,6.39,-5185.3899820044,2902.37444228972,"2002"
"1505","21-072",0,6.99,-5179.23300692624,2910.9409499935,"2002"
"1507","21-074",0,6.39,-5188.83347164704,2894.53695628543,"2002"
"1508","21-075",0,6.39,-5192.85142482927,2886.80439214262,"2002"
"1509","21-076",0,6.39,-5189.09958603949,2891.38315143512,"2002"
"1510","21-077",0,6.39,-5192.30799661472,2885.53755257154,"2002"
"1517","21-090",0,5.77,-5224.10925715778,2842.52816123733,"2002"
"15181","21-091",0,6.79,-5228.63051857327,2831.82943897879,"2002"
"1522","21-097",0,5.77,-5224.53185252627,2839.12187992733,"2002"
"1524","21-101",0,6.79,-5226.96957312469,2835.740552828,"2002"
"15261","21-115",0,5.77,-5198.1602489534,2876.64589905374,"2002"
"15271","21-116",0,5.77,-5195.24719406732,2878.58790561409,"2002"
"1529","21-127b",0,7.02,-5197.01142288086,2866.16486287242,"2002"
"15301","21-128",0,7.02,-5199.37929042117,2861.92938763483,"2002"
"15321","21-130",0,6.65,-5204.15486044477,2851.55322752131,"2002"
"15331","21-131",0,6.65,-5207.56120266128,2842.79334823111,"2002"
"15341","21-132",0,6.65,-5204.50844147545,2845.84403616677,"2002"
"15361","21-134",0,6.65,-5202.37861135399,2850.57995348095,"2002"
"1537","21-135",0,6.65,-5213.58312007401,2833.08406070863,"2002"
"15381","21-136",0,6.65,-5209.32830530536,2837.8597383601,"2002"
"15391","21-137",0,6.65,-5208.97206208575,2837.66566952228,"2002"
"15401","21-138",0,6.65,-5207.90248726264,2837.08300259293,"2002"
"1542","21-143",0,6.79,-5228.99812287752,2830.98591202353,"2002"
"15431","21-144",0,6.79,-5229.26778348809,2829.81376268047,"2002"
"1544","21-145a",0,6.79,-5230.45707058556,2825.63647533435,"2002"
"15451","21-146",0,6.79,-5231.66553045809,2822.85425849441,"2002"
"15461","21-147",0,6.79,-5233.00272627078,2821.21727182604,"2002"
"15471","21-148",0,6.79,-5233.28319180394,2819.01073922662,"2002"
"15481","21-149",0,6.79,-5234.40601579955,2816.08069290921,"2002"
"15491","21-150",0,6.79,-5235.03619003507,2814.06341115588,"2002"
"15501","21-151",0,7.92,-5235.66478240961,2812.04724525071,"2002"
"15511","21-152",0,7.92,-5236.15593906663,2811.13258404217,"2002"
"1552","21-155",0,6.79,-5231.12965570874,2817.1317298024,"2002"
"15541","21-158",0,7.92,-5235.23285984551,2809.46062848046,"2002"
"15551","21-159",0,7.92,-5235.85960249728,2807.44293357478,"2002"
"15561","21-161",0,7.92,-5236.13117309019,2805.2352744797,"2002"
"15581","21-166",0,7.92,-5243.72137212355,2789.30957574572,"2002"
"15591","21-168",0,7.92,-5243.01068266169,2788.93153641437,"2002"
"15601","21-172",0,7.92,-5235.8253380028,2801.54419260296,"2002"
"1561","21-180",0,6.81,-5231.24592592463,2801.36304168477,"2002"
"1564","21-187",0,6.32,-5219.60849598612,2816.32710932299,"2002"
"1565","21-188",0,6.32,-5215.67833898065,2821.42556875484,"2002"
"1566","21-189",0,6.32,-5219.59572101502,2813.55508769243,"2002"
"1567","21-192",0,8.28,-5274.45408126604,2748.75881511611,"2002"
"15681","21-198",0,7.67,-5260.06671287345,2772.14459561598,"2002"
"15701","21-200",0,7.67,-5260.32638032668,2769.93696687241,"2002"
"15711","21-201",0,8.28,-5271.40373474768,2748.79739036824,"2002"
"1572","21-202",0,7.67,-5258.98932817255,2772.0259943469,"2002"
"15731","21-203",0,7.67,-5260.10236843951,2768.64544263612,"2002"
"15741","21-204",0,8.28,-5262.03367603201,2764.97307505838,"2002"
"15751","21-205",0,8.28,-5272.61164199982,2744.74789118065,"2002"
"15801","21-210",0,8.28,-5262.77169965209,2761.84554787634,"2002"
"15811","21-211",0,8.28,-5265.05363342568,2758.35585890682,"2002"
"15831","21-213",0,7.67,-5257.8138044335,2772.13109450529,"2002"
"15881","21-218",0,8.28,-5270.35640080733,2744.74252961703,"2002"
"15891","21-219",0,7.67,-5255.91263829687,2772.30057605782,"2002"
"1590","21-220",0,7.67,-5253.2104628986,2775.59621341262,"2002"
"15921","21-225",0,7.67,-5249.42222172526,2779.42529052941,"2002"
"1593","21-232",0,8.28,-5268.37353921358,2742.67724296806,"2002"
"15941","21-235",0,7.67,-5244.33890584701,2787.29107338423,"2002"
"15971","21-238",0,8.28,-5267.62719179607,2742.15315063946,"2002"
"16021","21-246",0,6.7,-5263.92814846546,2741.39476786204,"2002"
"16051","21-256",0,6.7,-5262.01371840495,2741.56639374082,"2002"
"16101","21-286",0,9,-5270.36835098471,2741.24181749641,"2002"
"16121","21-290",0,9,-5269.65515814903,2740.87086922583,"2002"
"16161","21-297",0,7.08,-5263.92679261982,2737.89141236649,"2002"
"1617","21-298",0,7.08,-5262.19118028859,2738.97607687457,"2002"
"1620","21-300a",0,7.08,-5262.10398659478,2738.06863615277,"2002"
"16211","21-303",0,7.08,-5259.96479910119,2735.83068689331,"2002"
"16231","21-305",0,7.08,-5261.15044396008,2731.78314117932,"2002"
"1651","21-438",0,5.99,-5224.20679384567,2799.61318269417,"2002"
"1654","21-441",0,5.99,-5221.92319007547,2802.74794855173,"2002"
"1655","21-442",0,5.99,-5228.81268686242,2789.88869669298,"2002"
"1657","21-446",0,5.99,-5227.75206089967,2787.4558025336,"2002"
"1669","21-481",0,5.22,-5231.58440391101,2780.70885360229,"2002"
"1670","21-488",0,5.22,-5234.13338766547,2773.98822546683,"2002"
"1671","21-489",0,5.22,-5239.30331736046,2763.28999371399,"2002"
"1672","21-490",0,5.09,-5247.9120050566,2746.59902151694,"2002"
"1673","21-491",0,5.09,-5252.63519524695,2737.32749576437,"2002"
"1674","21-492",0,5.22,-5239.88902892999,2761.47672546714,"2002"
"1676","21-495",0,5.09,-5248.55674686746,2743.634217284,"2002"
"1677","21-496",0,5.09,-5251.44414928562,2736.4330386493,"2002"
"1678","21-498",0,5.09,-5241.74118582554,2755.90483188919,"2002"
"1679","21-499",0,5.09,-5249.72655361171,2738.23705618384,"2002"
"1680","21-500",0,5.09,-5246.97060663824,2742.9224955414,"2002"
"1681","21-501",0,5.09,-5248.72894574538,2738.73748068187,"2002"
"1683","21-507",0,5.09,-5248.05359559603,2737.52628997556,"2002"
"1684","21-511",0,5.09,-5246.02862102269,2739.04750613227,"2002"
"1685","21-514",0,5.77,-5244.70453479834,2739.53657367148,"2002"
"1686","21-518",0,5.77,-5245.31145914043,2736.00706106417,"2002"
"1687","21-519",0,5.77,-5241.35461537035,2742.29405013848,"2002"
"1688","21-520",0,5.77,-5245.68723366453,2733.60189961248,"2002"
"1689","21-521",0,5.77,-5244.48840099937,2735.62746480751,"2002"
"1691","21-527",0,5.77,-5243.97226844398,2733.81285535413,"2002"
"1696","21-538",0,5.77,-5241.331635739,2734.8332912747,"2002"
"1699","21-546",0,5.77,-5241.72751882472,2729.72640059743,"2002"
"1700","21-548",0,5.77,-5239.85138000902,2732.71883321342,"2002"
"1704","21-556",0,5.77,-5239.28088372724,2729.9085988614,"2002"
"17061","21-558",0,5.94,-5257.66223715034,2732.30301279584,"2002"
"17071","21-559",0,5.94,-5256.46012245089,2732.84289619438,"2002"
"17081","21-560",0,5.94,-5253.66417107036,2730.22529697787,"2002"
"1709","21-562",0,5.94,-5252.59052277476,2727.46107585102,"2002"
"17101","21-565",0,6.18,-5251.65928950641,2723.36504801153,"2002"
"17111","21-566",0,6.18,-5252.09223725698,2718.93752166191,"2002"
"17121","21-570",0,6.18,-5251.83163862704,2717.64114502781,"2002"
"17131","21-575",0,6.18,-5250.94011432273,2714.85592418672,"2002"
"17141","21-579",0,6.18,-5251.04505334873,2713.74951461996,"2002"
"17151","21-582",0,6.18,-5250.41169331033,2712.26176069133,"2002"
"17161","21-586",0,6.18,-5250.25011022427,2709.8564993511,"2002"
"1745","22-086",1,6.88,-5236.7179781901,2731.90248848905,"2002"
"1749","22-097",0,6.88,-5230.69705319956,2729.38714771845,"2002"
"1750","22-098",0,6.88,-5231.84354323246,2724.43926661347,"2002"
"1751","22-099",0,7.65,-5225.27121952387,2731.26882182204,"2002"
"17521","22-103",0,6.84,-5250.18783270733,2706.34409111971,"2002"
"1753","22-105",0,6.84,-5237.60250984816,2726.03579460047,"2002"
"17541","22-106",0,6.84,-5248.80635687086,2704.47152645584,"2002"
"1755","22-111",0,6.84,-5237.74114478737,2724.34783711641,"2002"
"1756","22-115",0,6.84,-5237.15800078076,2722.7864405325,"2002"
"17571","22-116",0,6.84,-5247.32007840976,2703.70571466834,"2002"
"17581","22-121",0,6.84,-5246.57596142093,2703.32230498015,"2002"
"1759","22-122",0,6.84,-5235.82165081075,2721.79590416121,"2002"
"17611","22-124",0,7.3,-5246.40132592521,2700.91636134884,"2002"
"1762","22-125",0,6.84,-5236.31991036752,2719.86413286004,"2002"
"17651","22-131",0,7.3,-5244.9090258182,2700.14810563894,"2002"
"17661","22-133",0,6.84,-5243.69096866435,2700.67831253881,"2002"
"17691","22-140",0,7.42,-5240.50321040512,2701.35190394899,"2002"
"17711","22-142",0,7.42,-5239.37884357899,2700.77232020588,"2002"
"17721","22-143",0,7.42,-5237.78184887355,2701.1057067652,"2002"
"17741","22-145",0,7.42,-5237.50160699824,2699.80465042152,"2002"
"1775","22-146b",0,7.42,-5228.06567463748,2715.00561931301,"2002"
"17761","22-147a",0,7.42,-5235.23997397266,2703.26585123265,"2002"
"17771","22-147b",0,7.42,-5236.6546358294,2700.52440695659,"2002"
"1778","22-148b",0,7.42,-5231.17663269323,2708.48432113646,"2002"
"17811","23-001",1,8.52,-5121.75386732653,2853.07319270727,"2002"
"17821","23-002",1,8.52,-5121.37368436432,2852.86141177326,"2002"
"17841","23-004b",1,8.52,-5120.72936396255,2851.33224304483,"2002"
"1785","23-005",1,8.52,-5120.60167160304,2850.24648591845,"2002"
"17861","23-006",1,8.52,-5119.470011403,2851.80097067548,"2002"
"17871","23-007",1,8.52,-5120.46461865437,2850.01474787569,"2002"
"1788","23-008",1,8.52,-5124.34807018186,2841.45025672329,"2002"
"17891","23-009",1,8.52,-5118.55671443326,2848.95282174736,"2002"
"17901","23-010",1,8.52,-5118.29004210449,2847.63328378234,"2002"
"17911","23-012a",1,8.52,-5121.15569776231,2843.37771319687,"2002"
"17921","23-012b",1,8.52,-5122.03389331316,2842.69657458605,"2002"
"17931","23-012c",1,8.52,-5122.26114733951,2840.48393983615,"2002"
"17941","23-012d",1,8.52,-5120.00791001588,2842.74043632222,"2002"
"1795","23-012e",1,8.52,-5118.80517596292,2845.03572809918,"2002"
"17961","23-014",1,8.52,-5120.12075404665,2841.63479433374,"2002"
"17971","23-016",1,8.52,-5119.73774252114,2841.42222534761,"2002"
"1798","23-023",1,8.28,-5113.79712478737,2843.70524829223,"2002"
"1799","23-026",1,8.28,-5112.79523509089,2841.34255262119,"2002"
"18001","23-030",1,8.46,-5127.09937062319,2832.64620882722,"2002"
"1802","23-031a",1,8.46,-5126.53699918531,2833.42265113522,"2002"
"1803","23-031b",1,8.46,-5126.97043710557,2832.57497497481,"2002"
"1805","23-033a",1,8.46,-5126.73620172274,2829.88885160361,"2002"
"18061","23-036",1,8.39,-5121.31767164091,2821.2916270311,"2002"
"18071","23-037",0,8.39,-5122.40715718299,2818.3968896945,"2002"
"18081","23-038",1,8.39,-5121.52831525116,2819.07735064158,"2002"
"1809","23-045a",0,6.78,-5166.59325318479,2757.70910416393,"2002"
"1810","23-046",0,6.78,-5158.2682264048,2767.52985468826,"2002"
"1811","23-048",0,6.27,-5164.43815326002,2753.79199335574,"2002"
"1812","23-049",0,6.27,-5155.78706497432,2767.48259930839,"2002"
"1813","23-050",0,6.27,-5161.56166824518,2757.19452544789,"2002"
"1814","23-051",0,6.27,-5163.58989035364,2749.57191589213,"2002"
"18151","23-052",0,6.27,-5158.73940923815,2747.57097806754,"2002"
"18171","23-053",0,6.27,-5154.11718251254,2754.35419364926,"2002"
"18191","23-055",0,5.71,-5161.57000625911,2737.52623170064,"2002"
"18211","23-056",1,7.09,-5121.77907001321,2807.57825269962,"2002"
"1824","23-061a",0,5.63,-5116.54491205606,2797.24786867288,"2002"
"1829","23-067c",0,5.63,-5115.05199960427,2779.30707829311,"2002"
"18401","23-076",0,5.71,-5156.68967559847,2737.2452209931,"2002"
"1841","23-077",0,5.71,-5160.84609351973,2726.33895521529,"2002"
"18421","23-078",0,5.71,-5159.41758041915,2722.55514450429,"2002"
"18431","23-079",0,5.64,-5161.31183949298,2713.19713881737,"2002"
"18441","23-080",0,5.64,-5160.27301248869,2710.35369618485,"2002"
"18451","23-081",0,5.64,-5162.06186079461,2702.10379689827,"2002"
"18461","23-082",0,5.64,-5161.95232831726,2697.45594717984,"2002"
"1","09-245d",1,8.14,-4956.27478947728,3849.2677474312,"2016"
"2","09-246",1,8.01,-4958.86141878651,3843.69208005577,"2016"
"3","09-249b",1,8.14,-4957.80684412382,3847.39552132015,"2016"
"4","09-251j",1,8.14,-4956.8365256575,3848.38352503241,"2016"
"5","09-252",1,8.14,-4957.01078404817,3848.25438823939,"2016"
"6","09-255d",1,8.12,-4958.8382992232,3845.30857678133,"2016"
"7","09-256b",1,8.2,-4959.1393294863,3845.22476566039,"2016"
"8","09-258c",1,8.12,-4959.04808058145,3844.73327697379,"2016"
"9","09-258d",1,8.12,-4959.11147237773,3844.4122948494,"2016"
"10","09-258e",1,8.12,-4959.05761816681,3844.60736217895,"2016"
"11","09-259",1,8.2,-4959.78317962171,3844.66458077033,"2016"
"12","09-260a",1,8.12,-4960.41127538636,3842.59733043377,"2016"
"13","09-270",1,7.08,-4973.15008173476,3835.31168552373,"2016"
"14","09-279",1,7.96,-4963.92046080724,3839.97322167721,"2016"
"15","09-279a",1,7.96,-4963.12660965812,3841.40457693857,"2016"
"16","09-279b",1,7.96,-4963.53511126151,3840.74007875202,"2016"
"17","09-281",1,7.47,-4967.53701301465,3836.25568370148,"2016"
"18","09-283b",1,7.47,-4967.50196973254,3837.18966475917,"2016"
"19","09-285",1,7.47,-4968.759110373,3835.23743819168,"2016"
"20","09-288",1,7.15,-4970.19717471147,3833.61904709394,"2016"
"21","09-289",1,7.55,-4969.91748092302,3834.67640239931,"2016"
"22","09-290",1,6.24,-4974.86284537545,3830.14593304447,"2016"
"23","09-291",1,6.81,-4974.10588058524,3832.19059776141,"2016"
"24","09-319",1,6.44,-4989.52688952674,3810.15667807852,"2016"
"25","09-321a",1,5.76,-4990.41392080689,3810.3838530193,"2016"
"26","09-329",1,6.9,-4994.55362980652,3802.59668161012,"2016"
"27","09-331",1,7.28,-4995.78747577746,3799.86784485625,"2016"
"28","09-332e",1,7.64,-4997.13605743121,3797.37184655078,"2016"
"29","09-355",1,6.68,-5027.19861871629,3770.35788407904,"2016"
