"","ReefID","score","DHW_25km_max_98","DHW_25km_max","region","Long_unique","Lat_unique","X","Y","bin.score","year"
"1052","18-049e",0,6.41,6.28,"Central",146.5,-18.59,-5035.49218032563,3332.91956767135,0,"2002"
"1053","18-051",0,6.61,6.24,"Central",146.429993,-18.809999,-5024.88114879104,3334.73283508768,0,"2002"
"1054","18-052a",0,5.99,6.97,"Central",146.559998,-18.67,-5036.60819456713,3326.07877935227,0,"2002"
"1056","18-053",0,5.99,6.97,"Central",146.511597,-18.676702,-5033.59767698953,3330.20064840386,0,"2002"
"1058","18-054a",0,5.99,6.97,"Central",146.580002,-18.719999,-5036.28175751809,3323.33862386057,0,"2002"
"1064","18-058",0,6.52,6.96,"Central",146.550003,-18.77,-5033.05026699396,3324.9902271623,0,"2002"
"1065","18-059",0,6.52,6.96,"Central",146.520004,-18.780001,-5031.01014141055,3327.42753757094,0,"2002"
"1067","18-062",0,6.52,6.96,"Central",146.529999,-18.780001,-5031.59052014624,3326.5498490682,0,"2002"
"1068","18-064",0,6.52,6.96,"Central",146.520004,-18.83,-5029.51535689286,3326.43891162364,0,"2002"
"1069","18-065",0,6.52,6.96,"Central",146.539993,-18.84,-5030.3760667824,3324.48611408863,0,"2002"
"1070","18-066",1,6.52,6.96,"Central",146.630005,-18.969999,-5031.68129024408,3314.00314037718,0,"2002"
"1072","18-069a",1,4.2,6.34,"Central",147.144424,-18.52317,-5074.64591937347,3277.35717115493,0,"2002"
"1074","18-070",1,2.32,8.53,"Central",147.444534,-18.499918,-5092.43462338194,3251.17354007622,0,"2002"
"1077","18-074",1,3.85,6.84,"Central",147.490005,-18.57,-5092.92420416701,3245.79970871532,0,"2002"
"1078","18-075",2,4.2,6.34,"Central",147.050003,-18.629999,-5066.06253658906,3283.65722887885,0,"2002"
"1080","18-078",1,4.2,6.34,"Central",147.100006,-18.700001,-5066.83472949361,3277.88163606625,0,"2002"
"1082","18-080",1,2.88,8.08,"Central",147.539993,-18.51,-5097.54402624147,3242.49369146484,0,"2002"
"1090","18-088",1,2.88,8.08,"Central",147.539993,-18.73,-5090.95357673217,3238.30157642909,0,"2002"
"1094","18-095",1,4.01,6.52,"Central",147.529999,-18.799999,-5088.27620642893,3237.84531366658,0,"2002"
"1095","18-096",2,4.01,6.52,"Central",147.646729,-18.822414,-5094.18325133231,3227.04205615013,0,"2002"
"1096","18-099",2,3.31,6.26,"Central",147.889999,-18.860001,-5106.69559260044,3204.66637770451,0,"2002"
"1098","18-100a",2,4.01,6.52,"Central",147.744965,-18.91029,-5097.03657324057,3216.61683900944,0,"2002"
"1100","18-101",3,3.31,6.26,"Central",147.960007,-18.9,-5109.38747554238,3197.66074937767,1,"2002"
"1106","18-118",3,2.58,6.39,"Central",148.080002,-18.950001,-5114.54259316005,3185.99968435416,1,"2002"
"1110","19-003",1,6.81,6.8,"South",146.609421,-19.038067,-5028.43253470278,3314.45418657777,0,"2002"
"1111","19-004",1,6.81,6.8,"South",146.586716,-19.034555,-5027.22501936955,3316.51671991972,0,"2002"
"1114","19-009a",3,6.51,7.29,"South",146.814911,-19.17354,-5036.16091253234,3293.69979729578,1,"2002"
"1115","19-009b",1,6.51,7.29,"South",146.850006,-19.17,-5038.28566463647,3290.68510201909,0,"2002"
"1116","19-009c",2,6.51,7.29,"South",146.869995,-19.16,-5039.73908967734,3289.1266855966,0,"2002"
"1117","19-009d",1,6.51,7.29,"South",146.881271,-19.122478,-5041.53212020353,3288.88226706132,0,"2002"
"1118","19-009e",1,6.51,7.29,"South",146.882431,-19.117237,-5041.75858081199,3288.88448785376,0,"2002"
"1119","19-009g",2,6.51,7.29,"South",146.825653,-19.114248,-5038.58804375227,3293.93862513144,0,"2002"
"1121","19-010",2,6.51,7.29,"South",146.839996,-19.190001,-5037.09900326285,3291.16561704913,0,"2002"
"1122","19-011",2,6.51,7.29,"South",146.809998,-19.200001,-5035.06922878712,3293.60227786206,0,"2002"
"1127","19-024",3,2.88,5.93,"South",148.110001,-19.02,-5114.06007003761,3181.98366220026,1,"2002"
"1128","19-025",3,2.48,6.19,"South",148.320007,-19.02,-5125.6886042714,3163.21778550019,1,"2002"
"1130","19-027",3,2.48,6.19,"South",148.310074,-19.050657,-5124.19409126659,3163.52228336179,1,"2002"
"1135","19-034",3,2.48,6.19,"South",148.286407,-19.101364,-5121.31931193742,3164.66996883916,1,"2002"
"1137","19-038b",2,2.48,6.19,"South",148.380005,-19.18,-5124.04085386207,3154.79645947516,0,"2002"
"1138","19-038c",3,2.48,6.19,"South",148.312668,-19.144665,-5121.42707602967,3161.49377929944,1,"2002"
"1141","19-044",3,3.51,6.36,"South",148.350006,-19.280001,-5119.27070041132,3155.5571306542,1,"2002"
"1142","19-045",3,3.8,6.82,"South",148.080002,-19.299999,-5103.7199689515,3179.2579519931,1,"2002"
"1143","19-046",3,3.51,6.36,"South",148.429993,-19.32,-5122.41852116802,3147.63775278524,1,"2002"
"1145","19-048",3,3.8,6.82,"South",148.089996,-19.389999,-5101.46036266933,3176.61537804076,1,"2002"
"1151","19-054",2,1.64,6.38,"South",148.539993,-19.209999,-5131.89453693725,3139.90383985908,0,"2002"
"1154","19-061",3,1.35,6.8,"South",148.902496,-19.215157,-5151.49584335178,3107.27489588418,1,"2002"
"1155","19-063a",2,3.04,6.58,"South",148.630005,-19.26,-5135.25709577975,3130.88423959512,0,"2002"
"1160","19-071",2,3.04,6.58,"South",148.660004,-19.43,-5131.54751446319,3124.93824414585,0,"2002"
"1163","19-072c",2,4.26,7.82,"South",148.740005,-19.5,-5133.68860818464,3116.4241630857,0,"2002"
"1167","19-074b",1,2.56,6.25,"South",148.853149,-19.437841,-5141.80428212444,3107.47194682384,0,"2002"
"1169","19-076",1,2.56,6.25,"South",148.899994,-19.49,-5142.68843025298,3102.26873240491,0,"2002"
"1171","19-082",2,2.31,5.94,"South",149.051361,-19.333422,-5155.8288837958,3091.64752109061,0,"2002"
"1173","19-096",1,2.31,5.94,"South",149.169998,-19.469999,-5157.88744268498,3078.37976252939,0,"2002"
"1174","19-097",1,2.31,5.94,"South",149.048035,-19.494835,-5150.53305546771,3088.8784314349,0,"2002"
"1175","19-098",1,3.59,5.57,"South",149.12146,-19.502766,-5154.23460880745,3082.124374856,0,"2002"
"1177","19-100",4,5.95,7.16,"South",147.75,-19.709999,-5072.45047234634,3200.47790062467,1,"2002"
"1178","19-101",4,5.56,8.04,"South",147.759995,-19.73,-5072.37397191944,3199.19265323691,1,"2002"
"1179","19-102",4,5.57,9.74,"South",147.889999,-19.860001,-5075.47330477326,3185.07307823708,1,"2002"
"1180","19-103",2,4.21,7.8,"South",148.360001,-19.73,-5105.59743468507,3145.89989962618,0,"2002"
"1182","19-106",4,5.01,9.74,"South",148.360001,-19.98,-5097.55924241159,3140.94703199612,1,"2002"
"1183","19-107",0,3.69,6.69,"South",148.979996,-19.530001,-5145.7420756221,3094.31946321423,0,"2002"
"1185","19-109a",0,3.69,6.69,"South",148.940002,-19.540001,-5143.26239544797,3097.71874258268,0,"2002"
"1192","19-116",1,3.29,4.38,"South",149.274979,-19.545757,-5161.10100713478,3067.48675008785,0,"2002"
"1193","19-117",1,3.29,4.38,"South",149.368698,-19.533215,-5166.51295492489,3059.27826504823,0,"2002"
"1194","19-118",1,3.29,4.38,"South",149.398148,-19.532522,-5168.10691565259,3056.63539190104,0,"2002"
"1196","19-120",1,3.29,4.38,"South",149.356277,-19.548578,-5165.35802566919,3060.10699271282,0,"2002"
"1200","19-128",2,3.59,5.57,"South",149.190002,-19.690001,-5151.92076181451,3072.37974599725,0,"2002"
"1208","19-135",2,3.62,6.9,"South",149.229996,-19.76,-5151.80692805629,3067.43886844887,0,"2002"
"1209","19-136a",1,3.62,6.9,"South",149.199997,-19.799999,-5148.90731432031,3069.36514203053,0,"2002"
"1211","19-137",2,3.62,6.9,"South",149.070007,-19.809999,-5141.60726087505,3080.84518788512,0,"2002"
"1212","19-139",0,3.35,4.28,"South",149.58429,-19.518642,-5178.45484269489,3040.09034809173,0,"2002"
"1213","19-141",0,3.35,4.28,"South",149.597778,-19.559221,-5177.86878922103,3038.10750482188,0,"2002"
"1214","19-146",1,3.35,4.28,"South",149.634491,-19.611832,-5178.12242426769,3033.79776955443,0,"2002"
"1215","19-147",1,3.35,4.28,"South",149.669693,-19.631277,-5179.35868849042,3030.2491500808,0,"2002"
"1216","19-148",0,3.78,4.83,"South",149.769089,-19.601192,-5185.57807428765,3021.82496294872,0,"2002"
"1217","19-149",1,3.35,4.28,"South",149.725677,-19.610584,-5182.98436587763,3025.57645133364,0,"2002"
"1218","19-151",1,3.78,4.83,"South",149.849838,-19.616364,-5189.34211817831,3014.22937543485,0,"2002"
"1219","19-152",0,3.78,4.83,"South",149.877182,-19.631247,-5190.29931399015,3011.47352920212,0,"2002"
"1223","19-159",1,3.78,4.83,"South",149.926529,-19.665243,-5191.79111338124,3006.36523185939,0,"2002"
"1225","19-167",1,3.78,4.83,"South",149.977646,-19.693401,-5193.55828242321,3001.20457650789,0,"2002"
"1228","19-176",1,3.78,4.83,"South",149.975098,-19.719376,-5192.58157310328,3000.94820395686,0,"2002"
"1229","19-178",2,3.78,4.83,"South",149.957367,-19.739178,-5191.00919538156,3002.1828485669,0,"2002"
"1233","19-195",1,3.68,4.91,"South",149.89592,-19.846394,-5184.29405904696,3005.72339496428,0,"2002"
"1256","20-003",4,5.74,10.73,"South",148.465973,-20.052889,-5100.99534071521,3130.06249110003,1,"2002"
"1257","20-004",4,5.74,10.73,"South",148.279999,-20.040001,-5091.22660423953,3146.86135851221,1,"2002"
"1258","20-005",4,5.74,10.73,"South",148.266022,-20.064335,-5089.6697345228,3147.61526353011,1,"2002"
"1259","20-009",4,5.74,10.73,"South",148.297913,-20.080109,-5090.90876111453,3144.46551060846,1,"2002"
"1260","20-010",4,5.74,10.73,"South",148.490005,-20.08,-5101.42593185959,3127.38207181129,1,"2002"
"1261","20-011",4,5.74,10.73,"South",148.315567,-20.100718,-5091.20754300264,3142.48329167187,1,"2002"
"1262","20-012",4,5.62,10.18,"South",148.619995,-20.02,-5110.46081892828,3116.99119175089,1,"2002"
"1263","20-013",4,5.62,10.18,"South",148.62883,-20.026138,-5110.741868561,3116.08146711036,1,"2002"
"1264","20-014",4,4.32,9.39,"South",148.889999,-20.07,-5123.46114083026,3091.88921955397,1,"2002"
"1266","20-015a",4,5.62,10.18,"South",148.537125,-20.066654,-5104.43062288051,3123.45145681552,1,"2002"
"1267","20-017",2,4.32,9.39,"South",148.893097,-20.082491,-5123.22009098865,3091.36586577587,0,"2002"
"1268","20-019",3,4.32,9.39,"South",148.879044,-20.089512,-5122.23218602076,3092.48377597599,1,"2002"
"1269","20-020",4,5.62,10.18,"South",148.607254,-20.100327,-5107.15231710252,3116.53164360976,1,"2002"
"1271","20-022",4,5.62,10.18,"South",148.649994,-20.110001,-5109.15990256502,3112.52870157291,1,"2002"
"1272","20-024",4,5.62,10.18,"South",148.714523,-20.106873,-5112.7643178948,3106.83466828009,1,"2002"
"1273","20-027",4,5.62,10.18,"South",148.610001,-20.129999,-5106.33311856372,3115.69577031141,1,"2002"
"1275","20-028b",3,4.32,9.39,"South",148.931686,-20.15724,-5122.85200527574,3086.43918085146,1,"2002"
"1277","20-028f",2,4.32,9.39,"South",148.904724,-20.070461,-5124.24052274277,3090.56330407933,0,"2002"
"1278","20-028g",3,4.32,9.39,"South",148.929993,-20.07,-5125.61811457082,3088.31215248317,1,"2002"
"1279","20-028h",4,4.32,9.39,"South",148.949997,-20.07,-5126.69604206615,3086.52242821189,1,"2002"
"1280","20-030",4,5.62,10.18,"South",148.610001,-20.15,-5105.67943354932,3115.29691587179,1,"2002"
"1281","20-033",4,4.32,9.39,"South",148.809998,-20.219999,-5114.22506339913,3096.06517871173,1,"2002"
"1282","20-034",4,5.9,9.91,"South",148.830002,-20.25,-5114.31845532107,3093.68224233583,1,"2002"
"1283","20-035",4,5.9,9.91,"South",148.809998,-20.26,-5112.90871674118,3095.26828475414,1,"2002"
"1284","20-041a",3,4.32,9.39,"South",148.980164,-20.191057,-5124.35024490384,3081.43532875524,1,"2002"
"1288","20-057a",4,5.9,9.91,"South",148.962723,-20.344564,-5118.34563294261,3079.94637860217,1,"2002"
"1289","20-058",4,5.9,9.91,"South",148.929993,-20.34,-5116.73649938746,3082.96075885779,1,"2002"
"1297","20-067a",1,3.95,8.45,"South",149.029999,-20.17,-5127.72108249236,3077.39273860722,0,"2002"
"1299","20-068",2,3.95,8.45,"South",149.009995,-20.17,-5126.64634243473,3079.18282131309,0,"2002"
"1305","20-077",1,4.52,9.39,"South",149.082474,-20.260872,-5127.54190760531,3070.90115794547,0,"2002"
"1307","20-078b",1,4.52,9.39,"South",149.076675,-20.272448,-5126.84857789725,3071.1909805861,0,"2002"
"1312","20-082",0,4.52,9.39,"South",149.073669,-20.300814,-5125.74932163753,3070.89791521503,0,"2002"
"1313","20-085",3,4.52,9.39,"South",149.025833,-20.39369,-5120.10481284919,3073.32824371677,1,"2002"
"1314","20-086",3,4.52,9.39,"South",149.006485,-20.420689,-5118.16933981639,3074.51800750356,1,"2002"
"1315","20-087",3,4.52,9.39,"South",149.017212,-20.418228,-5118.82671792703,3073.60887064926,1,"2002"
"1316","20-089",3,3.95,8.45,"South",149.070007,-20.16,-5130.19749471031,3074.00846905383,1,"2002"
"1317","20-090c",2,4.52,9.39,"South",149.04834,-20.45656,-5119.21941387003,3070.06195778701,0,"2002"
"1319","20-095",3,4.52,9.39,"South",149.038712,-20.46788,-5118.32610839508,3070.69576827479,1,"2002"
"1322","20-098",1,4.52,9.39,"South",149.054962,-20.485222,-5118.61823965393,3068.89712580784,0,"2002"
"1332","20-106",1,3.44,5.11,"South",149.949722,-20.034092,-5180.95308886041,2997.28956482984,0,"2002"
"1333","20-109",1,3.44,5.11,"South",149.930557,-20.06669,-5178.87474969806,2998.3997190575,0,"2002"
"1334","20-110",1,3.44,5.11,"South",149.928207,-20.100555,-5177.63273646868,2997.96418682096,0,"2002"
"1335","20-112",1,3.44,5.11,"South",149.940002,-20.129999,-5177.27526417777,2996.33424200474,0,"2002"
"1341","20-127",0,2.94,4.75,"South",150.319992,-20.105568,-5197.84496980093,2962.3951745111,0,"2002"
"1343","20-129",3,3.31,4.8,"South",150.080002,-20.190001,-5182.58825964115,2982.52790689002,1,"2002"
"1344","20-130",0,2.94,4.75,"South",150.367767,-20.176874,-5197.94017445471,2956.71013145563,0,"2002"
"1345","20-131",1,2.94,4.75,"South",150.444626,-20.141691,-5203.07457361831,2950.3997817097,0,"2002"
"1346","20-132",0,2.94,4.75,"South",150.470169,-20.194183,-5202.63839724212,2947.08805075022,0,"2002"
"1347","20-134",2,3.9,4.89,"South",150.100006,-20.299999,-5179.96016915929,2978.60848385757,0,"2002"
"1348","20-135",1,3.9,4.89,"South",150.130005,-20.34,-5180.17959632339,2975.12668548008,0,"2002"
"1349","20-136",4,3.9,4.89,"South",150.070007,-20.35,-5176.72627921782,2980.35665618623,1,"2002"
"1350","20-137",4,3.9,4.89,"South",150.100006,-20.35,-5178.28602865839,2977.64581060598,1,"2002"
"1351","20-138",2,3.9,4.89,"South",150.199997,-20.35,-5183.47464506939,2968.60428011899,0,"2002"
"1353","20-142",1,3.9,4.89,"South",150.240005,-20.4,-5183.86586919667,2964.0232664434,0,"2002"
"1354","20-143",1,3.9,4.89,"South",150.240005,-20.450001,-5182.18148446273,2963.06017139676,0,"2002"
"1355","20-146",1,3.48,4.03,"South",150.289993,-20.469999,-5184.08953471275,2958.1525884294,0,"2002"
"1356","20-167",0,3.32,4.07,"South",150.5103,-20.257412,-5202.58554876663,2942.24676543796,0,"2002"
"1357","20-172",0,3.32,4.07,"South",150.560745,-20.28237,-5204.33667426491,2937.19255364569,0,"2002"
"1358","20-179",0,3.32,4.07,"South",150.611816,-20.303387,-5206.24648387172,2932.15472793954,0,"2002"
"1361","20-185c",0,3.32,4.07,"South",150.653793,-20.350132,-5206.81941241964,2927.45476402219,0,"2002"
"1362","20-186",0,3.32,4.07,"South",150.709579,-20.347271,-5209.76373908984,2922.43788194142,0,"2002"
"1363","20-187",0,4.22,4.51,"South",150.75766,-20.375526,-5211.2604792554,2917.53095129584,0,"2002"
"1368","20-233",4,5.31,10.11,"South",149.088379,-20.531792,-5118.85073650327,3064.97924780216,1,"2002"
"1369","20-234",4,5.31,10.11,"South",149.110001,-20.540001,-5119.73223377523,3062.88291253059,1,"2002"
"1371","20-237b",2,5.31,10.11,"South",149.139999,-20.690001,-5116.29402499277,3057.18971470929,0,"2002"
"1372","20-238",3,5.31,10.11,"South",149.114258,-20.58548,-5118.43546897031,3061.59074394326,1,"2002"
"1377","20-248",4,5.31,10.11,"South",149.149994,-20.66,-5117.83843046527,3056.90112787352,1,"2002"
"1378","20-252",3,5.31,10.11,"South",149.13887,-20.674105,-5116.76966271999,3057.61075345866,1,"2002"
"1381","20-257b",2,5.31,10.11,"South",149.139496,-20.710552,-5115.5737899845,3056.82029071004,0,"2002"
"1382","20-260",3,5.31,10.11,"South",149.149002,-20.736607,-5115.20074430665,3055.44579035885,1,"2002"
"1386","20-264",4,5.55,10.23,"South",149.159042,-20.75016,-5115.27778954931,3054.27576438919,1,"2002"
"1390","20-270b",4,5.16,8.93,"South",149.270004,-20.82,-5118.81440368326,3042.95532493558,1,"2002"
"1392","20-277c",3,5.16,8.93,"South",149.412964,-20.921503,-5122.92951739246,3028.12773272042,1,"2002"
"1394","20-279b",3,5.16,8.93,"South",149.429993,-20.93,-5123.53873919174,3026.43337777762,1,"2002"
"1395","20-279c",3,5.16,8.93,"South",149.448288,-20.933794,-5124.37504865042,3024.72062448609,1,"2002"
"1396","20-280",3,5.16,8.93,"South",149.47052,-20.929543,-5125.69377933567,3022.81781169359,1,"2002"
"1400","20-290",3,5.46,8.79,"South",149.600006,-20.870001,-5134.54925469037,3012.42143258696,1,"2002"
"1401","20-291",2,5.46,8.79,"South",149.740005,-20.950001,-5139.15233497911,2998.26658781531,0,"2002"
"1402","20-292",2,5.57,6.76,"South",149.779999,-20.99,-5139.86853801372,2993.8774366793,0,"2002"
"1410","20-299c",2,4.39,4.84,"South",150.460007,-20.65,-5186.72904142726,2939.29125612908,0,"2002"
"1412","20-301a",1,4.26,5.74,"South",150.229996,-20.68,-5173.8657761245,2959.50485763247,0,"2002"
"1413","20-301b",1,4.39,4.84,"South",150.289993,-20.66,-5177.64378047715,2954.47450292398,0,"2002"
"1415","20-304",1,4.39,4.84,"South",150.470001,-20.719999,-5184.84943120787,2937.031388937,0,"2002"
"1416","20-305",1,4.8,5.82,"South",150.484879,-20.781237,-5183.51244212046,2934.49638315411,0,"2002"
"1417","20-306",2,4.8,5.82,"South",150.452194,-20.798933,-5181.22999020122,2937.10846724396,0,"2002"
"1418","20-307",2,4.8,5.82,"South",150.381042,-20.820858,-5176.82563628206,2943.11237710189,0,"2002"
"1419","20-308",3,4.8,5.82,"South",150.379807,-20.857193,-5175.51272259085,2942.51357920061,1,"2002"
"1420","20-309",2,5.4,6.52,"South",150.029999,-20.91,-5155.6381768564,2973.01098212275,0,"2002"
"1421","20-310",2,5.4,6.52,"South",150.080002,-20.959999,-5156.5090610377,2967.5195879329,0,"2002"
"1422","20-314",0,4.82,4.06,"South",150.759155,-20.52841,-5206.15338575763,2914.49332094359,0,"2002"
"1423","20-315a",0,4.54,4.32,"South",150.560516,-20.563679,-5194.81920017509,2931.84851429383,0,"2002"
"1425","20-318",0,4.82,4.06,"South",150.773834,-20.566776,-5205.59317157932,2912.42833642815,0,"2002"
"1428","20-326",1,4.82,4.06,"South",150.802521,-20.626991,-5204.99454567305,2908.67258259613,0,"2002"
"1429","20-327",0,4.82,4.06,"South",150.853378,-20.618433,-5207.8670244984,2904.21461138106,0,"2002"
"1430","20-335",0,4.82,4.06,"South",150.87616,-20.666206,-5207.38545898462,2901.2321861606,0,"2002"
"1431","20-337",0,4.82,4.06,"South",150.834076,-20.696121,-5204.22725967276,2904.48373554587,0,"2002"
"1432","20-339",0,4.82,4.06,"South",150.887604,-20.726059,-5205.90990084326,2899.04768509216,0,"2002"
"1435","20-341",0,4.82,4.06,"South",150.820572,-20.713037,-5202.96193469467,2905.38600864248,0,"2002"
"1436","20-342",0,5.61,4.45,"South",150.9561,-20.766666,-5207.97361129547,2892.04554502531,0,"2002"
"1438","20-349",1,5.2,5.49,"South",150.623154,-20.904642,-5186.32474281651,2919.58313337781,0,"2002"
"1440","20-351b",0,5.2,5.49,"South",150.529999,-20.98,-5178.96352932554,2926.53805253194,0,"2002"
"1441","20-351c",1,5.79,6.99,"South",150.52272,-21.012066,-5177.47951364606,2926.5673188585,0,"2002"
"1442","20-352",0,5.2,5.49,"South",150.660004,-20.950001,-5186.63097432405,2915.36419507292,0,"2002"
"1446","20-369c",0,5.06,4.74,"South",151.045288,-20.717861,-5214.15088794959,2884.8656641895,0,"2002"
"1447","20-369d",0,5.06,4.74,"South",151.051102,-20.724691,-5214.20845945778,2884.20648590012,0,"2002"
"1448","20-370a",0,5.66,5.03,"South",151.070129,-20.8064,-5212.34668262889,2880.91652412747,0,"2002"
"1451","20-374",0,5.66,5.03,"South",151.160004,-20.799999,-5217.08075048842,2872.85875568817,0,"2002"
"1452","20-377",0,5.66,5.03,"South",151.232269,-20.843342,-5219.19831900346,2865.45189524633,0,"2002"
"1453","20-378a",0,5.66,5.03,"South",151.25,-20.870001,-5219.15952665453,2863.32896672422,0,"2002"
"1456","20-382",0,5.52,6.06,"South",151.300003,-20.860001,-5222.00379954049,2858.96321539322,0,"2002"
"1458","20-385",0,5.52,6.06,"South",151.320007,-20.940001,-5220.21758287189,2855.61688600053,0,"2002"
"1461","20-388a",0,5.52,6.06,"South",151.360001,-20.959999,-5221.51180572312,2851.59125121806,0,"2002"
"1462","20-389",0,5.52,6.06,"South",151.399994,-20.969999,-5223.15166349733,2847.75544294338,0,"2002"
"1464","20-397",2,3.76,10.44,"South",152.394653,-20.98554,-5271.2511561488,2756.3699139406,0,"2002"
"1475","21-025",2,5.95,7.63,"South",149.899994,-21.02,-5145.09287258337,2982.50673894398,0,"2002"
"1491","21-056a",0,5.79,6.99,"South",150.509995,-21.049999,-5175.51181650219,2926.97197118941,0,"2002"
"1492","21-056b",0,5.76,7.06,"South",150.449997,-21.08,-5171.40089411089,2931.79862536165,0,"2002"
"1493","21-057",1,5.76,7.06,"South",150.479996,-21.129999,-5171.19319643187,2928.10418203344,0,"2002"
"1503","21-070",1,5.94,6.39,"South",150.788956,-21.135815,-5186.70384749807,2900.06297432716,0,"2002"
"1504","21-071",1,5.94,6.39,"South",150.763321,-21.136267,-5185.3899820044,2902.37444228972,0,"2002"
"1505","21-072",1,5.79,6.99,"South",150.662231,-21.165661,-5179.23300692624,2910.9409499935,0,"2002"
"1507","21-074",0,5.94,6.39,"South",150.84549,-21.156635,-5188.83347164704,2894.53695628543,0,"2002"
"1508","21-075",0,5.94,6.39,"South",150.929489,-21.162907,-5192.85142482927,2886.80439214262,0,"2002"
"1509","21-076",0,5.94,6.39,"South",150.873306,-21.189087,-5189.09958603949,2891.38315143512,0,"2002"
"1510","21-077",0,5.94,6.39,"South",150.937622,-21.190054,-5192.30799661472,2885.53755257154,0,"2002"
"1517","21-090",0,5.78,5.77,"South",151.448624,-21.011658,-5224.10925715778,2842.52816123733,0,"2002"
"1518","21-091",0,4.31,6.79,"South",151.559998,-21.040001,-5228.63051857327,2831.82943897879,0,"2002"
"1522","21-097",0,5.78,5.77,"South",151.479401,-21.043137,-5224.53185252627,2839.12187992733,0,"2002"
"1524","21-101",0,4.31,6.79,"South",151.519241,-21.029888,-5226.96957312469,2835.740552828,0,"2002"
"1526","21-115",0,6.03,5.77,"South",151.039993,-21.17,-5198.1602489534,2876.64589905374,0,"2002"
"1527","21-116",0,6.03,5.77,"South",151.009995,-21.209999,-5195.24719406732,2878.58790561409,0,"2002"
"1529","21-127b",0,5.77,7.02,"South",151.123154,-21.320742,-5197.01142288086,2866.16486287242,0,"2002"
"1530","21-128",0,5.77,7.02,"South",151.169998,-21.32,-5199.37929042117,2861.92938763483,0,"2002"
"1532","21-130",0,5.22,6.65,"South",151.279999,-21.34,-5204.15486044477,2851.55322752131,0,"2002"
"1533","21-131",0,5.22,6.65,"South",151.369995,-21.370001,-5207.56120266128,2842.79334823111,0,"2002"
"1534","21-132",0,5.22,6.65,"South",151.330002,-21.4,-5204.50844147545,2845.84403616677,0,"2002"
"1536","21-134",0,5.22,6.65,"South",151.279999,-21.389999,-5202.37861135399,2850.57995348095,0,"2002"
"1537","21-135",0,5.22,6.65,"South",151.480148,-21.354092,-5213.58312007401,2833.08406070863,0,"2002"
"1538","21-136",0,5.22,6.65,"South",151.419998,-21.389999,-5209.32830530536,2837.8597383601,0,"2002"
"1539","21-137",0,5.22,6.65,"South",151.419998,-21.4,-5208.97206208575,2837.66566952228,0,"2002"
"1540","21-138",0,5.22,6.65,"South",151.419998,-21.43,-5207.90248726264,2837.08300259293,0,"2002"
"1542","21-143",0,4.31,6.79,"South",151.568832,-21.041965,-5228.99812287752,2830.98591202353,0,"2002"
"1543","21-144",0,4.31,6.79,"South",151.580002,-21.049999,-5229.26778348809,2829.81376268047,0,"2002"
"1544","21-145a",0,4.31,6.79,"South",151.620865,-21.073538,-5230.45707058556,2825.63647533435,0,"2002"
"1545","21-146",0,4.31,6.79,"South",151.649994,-21.08,-5231.66553045809,2822.85425849441,0,"2002"
"1546","21-147",0,4.31,6.79,"South",151.669998,-21.07,-5233.00272627078,2821.21727182604,0,"2002"
"1547","21-148",0,4.31,6.79,"South",151.690002,-21.09,-5233.28319180394,2819.01073922662,0,"2002"
"1548","21-149",0,4.31,6.79,"South",151.720001,-21.1,-5234.40601579955,2816.08069290921,0,"2002"
"1549","21-150",0,4.31,6.79,"South",151.740005,-21.110001,-5235.03619003507,2814.06341115588,0,"2002"
"1550","21-151",0,3.38,7.92,"South",151.759995,-21.120001,-5235.66478240961,2812.04724525071,0,"2002"
"1551","21-152",0,3.38,7.92,"South",151.770004,-21.120001,-5236.15593906663,2811.13258404217,0,"2002"
"1552","21-155",0,4.31,6.79,"South",151.696106,-21.159546,-5231.12965570874,2817.1317298024,0,"2002"
"1554","21-158",0,3.38,7.92,"South",151.779999,-21.16,-5235.23285984551,2809.46062848046,0,"2002"
"1555","21-159",0,3.38,7.92,"South",151.800003,-21.17,-5235.85960249728,2807.44293357478,0,"2002"
"1556","21-161",0,3.38,7.92,"South",151.820007,-21.190001,-5236.13117309019,2805.2352744797,0,"2002"
"1558","21-166",0,3.38,7.92,"South",151.990005,-21.209999,-5243.72137212355,2789.30957574572,0,"2002"
"1559","21-168",0,3.38,7.92,"South",151.990005,-21.23,-5243.01068266169,2788.93153641437,0,"2002"
"1560","21-172",0,3.38,7.92,"South",151.850006,-21.24,-5235.8253380028,2801.54419260296,0,"2002"
"1561","21-180",0,3.62,6.81,"South",151.830688,-21.342113,-5231.24592592463,2801.36304168477,0,"2002"
"1564","21-187",0,4.23,6.32,"South",151.650177,-21.420197,-5219.60849598612,2816.32710932299,0,"2002"
"1565","21-188",0,4.23,6.32,"South",151.588791,-21.445654,-5215.67833898065,2821.42556875484,0,"2002"
"1566","21-189",0,4.23,6.32,"South",151.673691,-21.452852,-5219.59572101502,2813.55508769243,0,"2002"
"1567","21-192",2,3.34,8.28,"South",152.473923,-21.00268,-5274.45408126604,2748.75881511611,0,"2002"
"1568","21-198",2,2.71,7.67,"South",152.210007,-21.049999,-5260.06671287345,2772.14459561598,0,"2002"
"1570","21-200",1,2.71,7.67,"South",152.229996,-21.07,-5260.32638032668,2769.93696687241,0,"2002"
